Scope,Family,Segment,Feature,Bucket,Boundaries,Selected,Targets,Stops,Unresolved,TargetRate,TotalProxyTicks,ProxyTicksPerSelected,NetAtHalfTick,NetAtOneTick,NetAtOneHalfTicks
PRIME,COMBINED,UNAMBIGUOUS,SpeedRatio,2,"(0, 0.5, 1, 2)",147,119,28,0,80.95238095238095,315,2.142857142857143,1.6428571428571428,1.1428571428571428,0.6428571428571428
PRIME,COMBINED,UNAMBIGUOUS,SpeedRatio,3,"(0, 0.5, 1, 2)",125,103,22,0,82.4,295,2.36,1.8599999999999999,1.3599999999999999,0.8599999999999999
PRIME,COMBINED,UNAMBIGUOUS,SpeedRatio,4,"(0, 0.5, 1, 2)",163,120,42,1,74.07407407407408,180,1.1042944785276074,0.6042944785276074,0.10429447852760743,-0.3957055214723926
PRIME,COMBINED,UNAMBIGUOUS,SpeedRatio,MISSING_OR_NO_LEVEL,"(0, 0.5, 1, 2)",45,34,11,0,75.55555555555556,60,1.3333333333333333,0.8333333333333333,0.33333333333333326,-0.16666666666666674
PRIME,EMA8,ALL,RoomTicks,1,"(0, 3, 6, 11)",24,19,5,0,79.16666666666667,45,1.875,1.375,0.875,0.375
PRIME,EMA8,ALL,RoomTicks,2,"(0, 3, 6, 11)",68,52,16,0,76.47058823529412,100,1.4705882352941178,0.9705882352941178,0.47058823529411775,-0.02941176470588225
PRIME,EMA8,ALL,RoomTicks,3,"(0, 3, 6, 11)",73,57,16,0,78.08219178082192,125,1.7123287671232876,1.2123287671232876,0.7123287671232876,0.21232876712328763
PRIME,EMA8,ALL,RoomTicks,4,"(0, 3, 6, 11)",3,1,1,1,50.0,-5,-1.6666666666666667,-2.166666666666667,-2.666666666666667,-3.166666666666667
PRIME,EMA8,ALL,RoomTicks,MISSING_OR_NO_LEVEL,"(0, 3, 6, 11)",183,141,42,0,77.04918032786885,285,1.5573770491803278,1.0573770491803278,0.5573770491803278,0.05737704918032782
PRIME,EMA8,ALL,DepthRatio,1,"(0, 0.5, 1)",138,100,37,1,72.99270072992701,130,0.9420289855072463,0.44202898550724634,-0.05797101449275366,-0.5579710144927537
PRIME,EMA8,ALL,DepthRatio,2,"(0, 0.5, 1)",107,83,24,0,77.57009345794393,175,1.6355140186915889,1.1355140186915889,0.6355140186915889,0.13551401869158886
PRIME,EMA8,ALL,DepthRatio,3,"(0, 0.5, 1)",93,76,17,0,81.72043010752688,210,2.2580645161290325,1.7580645161290325,1.2580645161290325,0.7580645161290325
