PullbackBars,Prior24Min,Current24Min,Current50Min,Gap824Min,Gap2450Min,TouchTolerance,PenMax,RecoveryMin,DevN,DevTarget,DevRate,HoldN,HoldTarget,HoldRate
2,20,10,10,3,1.5,0,5,1,126,89,70.63,152,106,69.74
2,20,10,10,3,1.5,0,5,2,89,64,71.91,119,82,68.91
2,20,10,10,3,1.5,0,7.5,0,145,102,70.34,181,126,69.61
2,20,10,10,3,1.5,0,7.5,1,126,89,70.63,152,106,69.74
2,20,10,10,3,1.5,0,7.5,2,89,64,71.91,119,82,68.91
2,20,10,10,3,1.5,0,10,0,145,102,70.34,181,126,69.61
2,20,10,10,3,1.5,0,10,1,126,89,70.63,152,106,69.74
2,20,10,10,3,1.5,0,10,2,89,64,71.91,119,82,68.91
2,20,10,10,3,1.5,1,2.5,0,196,142,72.45,242,164,67.77
2,20,10,10,3,1.5,1,2.5,1,177,130,73.45,216,145,67.13
2,20,10,10,3,1.5,1,2.5,2,139,103,74.1,181,120,66.3
2,20,10,10,3,1.5,1,5,0,211,152,72.04,260,176,67.69
2,20,10,10,3,1.5,1,5,1,187,136,72.73,226,153,67.7
2,20,10,10,3,1.5,1,5,2,142,105,73.94,185,123,66.49
2,20,10,10,3,1.5,1,7.5,0,211,152,72.04,260,176,67.69
2,20,10,10,3,1.5,1,7.5,1,187,136,72.73,226,153,67.7
2,20,10,10,3,1.5,1,7.5,2,142,105,73.94,185,123,66.49
2,20,10,10,3,1.5,1,10,0,211,152,72.04,260,176,67.69
2,20,10,10,3,1.5,1,10,1,187,136,72.73,226,153,67.7
2,20,10,10,3,1.5,1,10,2,142,105,73.94,185,123,66.49
2,20,10,10,3,3,0,2.5,0,102,73,71.57,138,96,69.57
2,20,10,10,3,3,0,2.5,1,92,66,71.74,119,82,68.91
2,20,10,10,3,3,0,2.5,2,69,49,71.01,96,67,69.79
2,20,10,10,3,3,0,5,0,115,81,70.43,154,106,68.83
2,20,10,10,3,3,0,5,1,101,71,70.3,127,88,69.29
2,20,10,10,3,3,0,5,2,72,51,70.83,99,69,69.7
2,20,10,10,3,3,0,7.5,0,115,81,70.43,154,106,68.83
2,20,10,10,3,3,0,7.5,1,101,71,70.3,127,88,69.29
2,20,10,10,3,3,0,7.5,2,72,51,70.83,99,69,69.7
2,20,10,10,3,3,0,10,0,115,81,70.43,154,106,68.83
2,20,10,10,3,3,0,10,1,101,71,70.3,127,88,69.29
2,20,10,10,3,3,0,10,2,72,51,70.83,99,69,69.7
2,20,10,10,3,3,1,2.5,0,158,115,72.78,203,137,67.49
2,20,10,10,3,3,1,2.5,1,143,105,73.43,180,121,67.22
2,20,10,10,3,3,1,2.5,2,114,84,73.68,151,101,66.89
2,20,10,10,3,3,1,5,0,171,123,71.93,219,147,67.12
2,20,10,10,3,3,1,5,1,152,110,72.37,188,127,67.55
2,20,10,10,3,3,1,5,2,117,86,73.5,154,103,66.88
2,20,10,10,3,3,1,7.5,0,171,123,71.93,219,147,67.12
2,20,10,10,3,3,1,7.5,1,152,110,72.37,188,127,67.55
2,20,10,10,3,3,1,7.5,2,117,86,73.5,154,103,66.88
2,20,10,10,3,3,1,10,0,171,123,71.93,219,147,67.12
2,20,10,10,3,3,1,10,1,152,110,72.37,188,127,67.55
2,20,10,10,3,3,1,10,2,117,86,73.5,154,103,66.88
2,20,10,10,3,5,0,2.5,0,65,43,66.15,100,73,73.0
2,20,10,10,3,5,0,2.5,1,57,38,66.67,86,61,70.93
2,20,10,10,3,5,0,2.5,2,47,31,65.96,69,50,72.46
2,20,10,10,3,5,0,5,0,75,50,66.67,109,77,70.64
2,20,10,10,3,5,0,5,1,64,43,67.19,90,64,71.11
2,20,10,10,3,5,0,5,2,49,33,67.35,72,52,72.22
2,20,10,10,3,5,0,7.5,0,75,50,66.67,109,77,70.64
2,20,10,10,3,5,0,7.5,1,64,43,67.19,90,64,71.11
2,20,10,10,3,5,0,7.5,2,49,33,67.35,72,52,72.22
2,20,10,10,3,5,0,10,0,75,50,66.67,109,77,70.64
2,20,10,10,3,5,0,10,1,64,43,67.19,90,64,71.11
2,20,10,10,3,5,0,10,2,49,33,67.35,72,52,72.22
2,20,10,10,3,5,1,2.5,0,104,71,68.27,143,99,69.23
2,20,10,10,3,5,1,2.5,1,91,63,69.23,127,87,68.5
2,20,10,10,3,5,1,2.5,2,77,54,70.13,108,75,69.44
2,20,10,10,3,5,1,5,0,114,78,68.42,152,103,67.76
2,20,10,10,3,5,1,5,1,98,68,69.39,131,90,68.7
2,20,10,10,3,5,1,5,2,79,56,70.89,111,77,69.37
2,20,10,10,3,5,1,7.5,0,114,78,68.42,152,103,67.76
2,20,10,10,3,5,1,7.5,1,98,68,69.39,131,90,68.7
2,20,10,10,3,5,1,7.5,2,79,56,70.89,111,77,69.37
2,20,10,10,3,5,1,10,0,114,78,68.42,152,103,67.76
2,20,10,10,3,5,1,10,1,98,68,69.39,131,90,68.7
2,20,10,10,3,5,1,10,2,79,56,70.89,111,77,69.37
2,20,10,10,5,1.5,0,2.5,0,21,18,85.71,35,25,71.43
2,20,10,10,5,1.5,0,2.5,1,16,15,93.75,25,17,68.0
2,20,10,10,5,1.5,0,2.5,2,10,9,90.0,14,10,71.43
2,20,10,10,5,1.5,0,5,0,21,18,85.71,36,25,69.44
2,20,10,10,5,1.5,0,5,1,16,15,93.75,25,17,68.0
2,20,10,10,5,1.5,0,5,2,10,9,90.0,14,10,71.43
2,20,10,10,5,1.5,0,7.5,0,21,18,85.71,36,25,69.44
2,20,10,10,5,1.5,0,7.5,1,16,15,93.75,25,17,68.0
2,20,10,10,5,1.5,0,7.5,2,10,9,90.0,14,10,71.43
2,20,10,10,5,1.5,0,10,0,21,18,85.71,36,25,69.44
2,20,10,10,5,1.5,0,10,1,16,15,93.75,25,17,68.0
2,20,10,10,5,1.5,0,10,2,10,9,90.0,14,10,71.43
2,20,10,10,5,1.5,1,2.5,0,46,36,78.26,63,41,65.08
2,20,10,10,5,1.5,1,2.5,1,37,30,81.08,51,32,62.75
2,20,10,10,5,1.5,1,2.5,2,28,22,78.57,35,22,62.86
2,20,10,10,5,1.5,1,5,0,46,36,78.26,64,41,64.06
2,20,10,10,5,1.5,1,5,1,37,30,81.08,51,32,62.75
2,20,10,10,5,1.5,1,5,2,28,22,78.57,35,22,62.86
2,20,10,10,5,1.5,1,7.5,0,46,36,78.26,64,41,64.06
2,20,10,10,5,1.5,1,7.5,1,37,30,81.08,51,32,62.75
2,20,10,10,5,1.5,1,7.5,2,28,22,78.57,35,22,62.86
2,20,10,10,5,1.5,1,10,0,46,36,78.26,64,41,64.06
2,20,10,10,5,1.5,1,10,1,37,30,81.08,51,32,62.75
2,20,10,10,5,1.5,1,10,2,28,22,78.57,35,22,62.86
2,20,10,10,5,3,0,2.5,0,21,18,85.71,34,24,70.59
2,20,10,10,5,3,0,2.5,1,16,15,93.75,24,16,66.67
2,20,10,10,5,3,0,2.5,2,10,9,90.0,13,9,69.23
2,20,10,10,5,3,0,5,0,21,18,85.71,35,24,68.57
2,20,10,10,5,3,0,5,1,16,15,93.75,24,16,66.67
2,20,10,10,5,3,0,5,2,10,9,90.0,13,9,69.23
2,20,10,10,5,3,0,7.5,0,21,18,85.71,35,24,68.57
2,20,10,10,5,3,0,7.5,1,16,15,93.75,24,16,66.67
2,20,10,10,5,3,0,7.5,2,10,9,90.0,13,9,69.23
2,20,10,10,5,3,0,10,0,21,18,85.71,35,24,68.57
2,20,10,10,5,3,0,10,1,16,15,93.75,24,16,66.67
2,20,10,10,5,3,0,10,2,10,9,90.0,13,9,69.23
2,20,10,10,5,3,1,2.5,0,45,35,77.78,59,38,64.41
2,20,10,10,5,3,1,2.5,1,36,29,80.56,48,30,62.5
2,20,10,10,5,3,1,2.5,2,27,21,77.78,33,20,60.61
2,20,10,10,5,3,1,5,0,45,35,77.78,60,38,63.33
2,20,10,10,5,3,1,5,1,36,29,80.56,48,30,62.5
2,20,10,10,5,3,1,5,2,27,21,77.78,33,20,60.61
2,20,10,10,5,3,1,7.5,0,45,35,77.78,60,38,63.33
2,20,10,10,5,3,1,7.5,1,36,29,80.56,48,30,62.5
2,20,10,10,5,3,1,7.5,2,27,21,77.78,33,20,60.61
2,20,10,10,5,3,1,10,0,45,35,77.78,60,38,63.33
2,20,10,10,5,3,1,10,1,36,29,80.56,48,30,62.5
2,20,10,10,5,3,1,10,2,27,21,77.78,33,20,60.61
2,20,10,10,5,5,0,2.5,0,15,13,86.67,30,22,73.33
2,20,10,10,5,5,0,2.5,1,10,10,100.0,22,14,63.64
2,20,10,10,5,5,0,2.5,2,8,8,100.0,12,8,66.67
2,20,10,10,5,5,0,5,0,15,13,86.67,31,22,70.97
2,20,10,10,5,5,0,5,1,10,10,100.0,22,14,63.64
2,20,10,10,5,5,0,5,2,8,8,100.0,12,8,66.67
2,20,10,10,5,5,0,7.5,0,15,13,86.67,31,22,70.97
2,20,10,10,5,5,0,7.5,1,10,10,100.0,22,14,63.64
2,20,10,10,5,5,0,7.5,2,8,8,100.0,12,8,66.67
2,20,10,10,5,5,0,10,0,15,13,86.67,31,22,70.97
2,20,10,10,5,5,0,10,1,10,10,100.0,22,14,63.64
2,20,10,10,5,5,0,10,2,8,8,100.0,12,8,66.67
2,20,10,10,5,5,1,2.5,0,37,29,78.38,48,32,66.67
2,20,10,10,5,5,1,2.5,1,28,23,82.14,39,24,61.54
2,20,10,10,5,5,1,2.5,2,23,19,82.61,27,17,62.96
2,20,10,10,5,5,1,5,0,37,29,78.38,49,32,65.31
2,20,10,10,5,5,1,5,1,28,23,82.14,39,24,61.54
2,20,10,10,5,5,1,5,2,23,19,82.61,27,17,62.96
2,20,10,10,5,5,1,7.5,0,37,29,78.38,49,32,65.31
2,20,10,10,5,5,1,7.5,1,28,23,82.14,39,24,61.54
2,20,10,10,5,5,1,7.5,2,23,19,82.61,27,17,62.96
2,20,10,10,5,5,1,10,0,37,29,78.38,49,32,65.31
2,20,10,10,5,5,1,10,1,28,23,82.14,39,24,61.54
2,20,10,10,5,5,1,10,2,23,19,82.61,27,17,62.96
2,20,15,0,1.5,1.5,0,2.5,0,136,95,69.85,170,124,72.94
2,20,15,0,1.5,1.5,0,2.5,1,120,85,70.83,148,107,72.3
2,20,15,0,1.5,1.5,0,2.5,2,89,64,71.91,118,86,72.88
2,20,15,0,1.5,1.5,0,5,0,143,99,69.23,182,132,72.53
2,20,15,0,1.5,1.5,0,5,1,122,86,70.49,152,109,71.71
2,20,15,0,1.5,1.5,0,5,2,89,64,71.91,118,86,72.88
2,20,15,0,1.5,1.5,0,7.5,0,143,99,69.23,182,132,72.53
2,20,15,0,1.5,1.5,0,7.5,1,122,86,70.49,152,109,71.71
2,20,15,0,1.5,1.5,0,7.5,2,89,64,71.91,118,86,72.88
2,20,15,0,1.5,1.5,0,10,0,143,99,69.23,182,132,72.53
2,20,15,0,1.5,1.5,0,10,1,122,86,70.49,152,109,71.71
2,20,15,0,1.5,1.5,0,10,2,89,64,71.91,118,86,72.88
2,20,15,0,1.5,1.5,1,2.5,0,212,151,71.23,252,177,70.24
2,20,15,0,1.5,1.5,1,2.5,1,191,138,72.25,225,157,69.78
2,20,15,0,1.5,1.5,1,2.5,2,152,111,73.03,187,130,69.52
2,20,15,0,1.5,1.5,1,5,0,219,155,70.78,264,185,70.08
2,20,15,0,1.5,1.5,1,5,1,193,139,72.02,229,159,69.43
2,20,15,0,1.5,1.5,1,5,2,152,111,73.03,187,130,69.52
2,20,15,0,1.5,1.5,1,7.5,0,219,155,70.78,264,185,70.08
2,20,15,0,1.5,1.5,1,7.5,1,193,139,72.02,229,159,69.43
2,20,15,0,1.5,1.5,1,7.5,2,152,111,73.03,187,130,69.52
2,20,15,0,1.5,1.5,1,10,0,219,155,70.78,264,185,70.08
2,20,15,0,1.5,1.5,1,10,1,193,139,72.02,229,159,69.43
2,20,15,0,1.5,1.5,1,10,2,152,111,73.03,187,130,69.52
2,20,15,0,1.5,3,0,2.5,0,98,70,71.43,131,95,72.52
2,20,15,0,1.5,3,0,2.5,1,86,62,72.09,111,80,72.07
2,20,15,0,1.5,3,0,2.5,2,63,45,71.43,86,63,73.26
2,20,15,0,1.5,3,0,5,0,103,73,70.87,139,100,71.94
2,20,15,0,1.5,3,0,5,1,88,63,71.59,112,80,71.43
2,20,15,0,1.5,3,0,5,2,63,45,71.43,86,63,73.26
2,20,15,0,1.5,3,0,7.5,0,103,73,70.87,139,100,71.94
2,20,15,0,1.5,3,0,7.5,1,88,63,71.59,112,80,71.43
2,20,15,0,1.5,3,0,7.5,2,63,45,71.43,86,63,73.26
2,20,15,0,1.5,3,0,10,0,103,73,70.87,139,100,71.94
2,20,15,0,1.5,3,0,10,1,88,63,71.59,112,80,71.43
2,20,15,0,1.5,3,0,10,2,63,45,71.43,86,63,73.26
2,20,15,0,1.5,3,1,2.5,0,160,116,72.5,197,137,69.54
2,20,15,0,1.5,3,1,2.5,1,143,105,73.43,173,120,69.36
2,20,15,0,1.5,3,1,2.5,2,114,84,73.68,142,98,69.01
2,20,15,0,1.5,3,1,5,0,165,119,72.12,205,142,69.27
2,20,15,0,1.5,3,1,5,1,145,106,73.1,174,120,68.97
2,20,15,0,1.5,3,1,5,2,114,84,73.68,142,98,69.01
2,20,15,0,1.5,3,1,7.5,0,165,119,72.12,205,142,69.27
2,20,15,0,1.5,3,1,7.5,1,145,106,73.1,174,120,68.97
2,20,15,0,1.5,3,1,7.5,2,114,84,73.68,142,98,69.01
2,20,15,0,1.5,3,1,10,0,165,119,72.12,205,142,69.27
2,20,15,0,1.5,3,1,10,1,145,106,73.1,174,120,68.97
2,20,15,0,1.5,3,1,10,2,114,84,73.68,142,98,69.01
2,20,15,0,1.5,5,0,2.5,0,62,43,69.35,89,67,75.28
2,20,15,0,1.5,5,0,2.5,1,53,37,69.81,75,55,73.33
2,20,15,0,1.5,5,0,2.5,2,43,30,69.77,58,44,75.86
2,20,15,0,1.5,5,0,5,0,66,45,68.18,91,67,73.63
2,20,15,0,1.5,5,0,5,1,54,37,68.52,75,55,73.33
2,20,15,0,1.5,5,0,5,2,43,30,69.77,58,44,75.86
2,20,15,0,1.5,5,0,7.5,0,66,45,68.18,91,67,73.63
2,20,15,0,1.5,5,0,7.5,1,54,37,68.52,75,55,73.33
2,20,15,0,1.5,5,0,7.5,2,43,30,69.77,58,44,75.86
2,20,15,0,1.5,5,0,10,0,66,45,68.18,91,67,73.63
2,20,15,0,1.5,5,0,10,1,54,37,68.52,75,55,73.33
2,20,15,0,1.5,5,0,10,2,43,30,69.77,58,44,75.86
2,20,15,0,1.5,5,1,2.5,0,104,73,70.19,133,94,70.68
2,20,15,0,1.5,5,1,2.5,1,90,64,71.11,117,82,70.09
2,20,15,0,1.5,5,1,2.5,2,76,55,72.37,98,70,71.43
2,20,15,0,1.5,5,1,5,0,108,75,69.44,135,94,69.63
2,20,15,0,1.5,5,1,5,1,91,64,70.33,117,82,70.09
2,20,15,0,1.5,5,1,5,2,76,55,72.37,98,70,71.43
2,20,15,0,1.5,5,1,7.5,0,108,75,69.44,135,94,69.63
2,20,15,0,1.5,5,1,7.5,1,91,64,70.33,117,82,70.09
2,20,15,0,1.5,5,1,7.5,2,76,55,72.37,98,70,71.43
2,20,15,0,1.5,5,1,10,0,108,75,69.44,135,94,69.63
2,20,15,0,1.5,5,1,10,1,91,64,70.33,117,82,70.09
2,20,15,0,1.5,5,1,10,2,76,55,72.37,98,70,71.43
2,20,15,0,3,1.5,0,2.5,0,111,77,69.37,139,98,70.5
2,20,15,0,3,1.5,0,2.5,1,97,68,70.1,118,82,69.49
2,20,15,0,3,1.5,0,2.5,2,68,48,70.59,91,63,69.23
2,20,15,0,3,1.5,0,5,0,115,79,68.7,145,101,69.66
2,20,15,0,3,1.5,0,5,1,98,68,69.39,119,82,68.91
2,20,15,0,3,1.5,0,5,2,68,48,70.59,91,63,69.23
2,20,15,0,3,1.5,0,7.5,0,115,79,68.7,145,101,69.66
2,20,15,0,3,1.5,0,7.5,1,98,68,69.39,119,82,68.91
2,20,15,0,3,1.5,0,7.5,2,68,48,70.59,91,63,69.23
2,20,15,0,3,1.5,0,10,0,115,79,68.7,145,101,69.66
2,20,15,0,3,1.5,0,10,1,98,68,69.39,119,82,68.91
2,20,15,0,3,1.5,0,10,2,68,48,70.59,91,63,69.23
2,20,15,0,3,1.5,1,2.5,0,177,127,71.75,218,148,67.89
2,20,15,0,3,1.5,1,2.5,1,158,115,72.78,192,129,67.19
2,20,15,0,3,1.5,1,2.5,2,121,89,73.55,157,104,66.24
2,20,15,0,3,1.5,1,5,0,181,129,71.27,224,151,67.41
2,20,15,0,3,1.5,1,5,1,159,115,72.33,193,129,66.84
2,20,15,0,3,1.5,1,5,2,121,89,73.55,157,104,66.24
2,20,15,0,3,1.5,1,7.5,0,181,129,71.27,224,151,67.41
2,20,15,0,3,1.5,1,7.5,1,159,115,72.33,193,129,66.84
2,20,15,0,3,1.5,1,7.5,2,121,89,73.55,157,104,66.24
2,20,15,0,3,1.5,1,10,0,181,129,71.27,224,151,67.41
2,20,15,0,3,1.5,1,10,1,159,115,72.33,193,129,66.84
2,20,15,0,3,1.5,1,10,2,121,89,73.55,157,104,66.24
2,20,15,0,3,3,0,2.5,0,87,62,71.26,115,81,70.43
2,20,15,0,3,3,0,2.5,1,77,55,71.43,96,67,69.79
2,20,15,0,3,3,0,2.5,2,54,38,70.37,73,52,71.23
2,20,15,0,3,3,0,5,0,90,63,70.0,121,84,69.42
2,20,15,0,3,3,0,5,1,78,55,70.51,97,67,69.07
2,20,15,0,3,3,0,5,2,54,38,70.37,73,52,71.23
2,20,15,0,3,3,0,7.5,0,90,63,70.0,121,84,69.42
2,20,15,0,3,3,0,7.5,1,78,55,70.51,97,67,69.07
2,20,15,0,3,3,0,7.5,2,54,38,70.37,73,52,71.23
2,20,15,0,3,3,0,10,0,90,63,70.0,121,84,69.42
2,20,15,0,3,3,0,10,1,78,55,70.51,97,67,69.07
2,20,15,0,3,3,0,10,2,54,38,70.37,73,52,71.23
2,20,15,0,3,3,1,2.5,0,143,104,72.73,180,122,67.78
2,20,15,0,3,3,1,2.5,1,128,94,73.44,157,106,67.52
2,20,15,0,3,3,1,2.5,2,99,73,73.74,128,86,67.19
2,20,15,0,3,3,1,5,0,146,105,71.92,186,125,67.2
2,20,15,0,3,3,1,5,1,129,94,72.87,158,106,67.09
2,20,15,0,3,3,1,5,2,99,73,73.74,128,86,67.19
2,20,15,0,3,3,1,7.5,0,146,105,71.92,186,125,67.2
2,20,15,0,3,3,1,7.5,1,129,94,72.87,158,106,67.09
2,20,15,0,3,3,1,7.5,2,99,73,73.74,128,86,67.19
2,20,15,0,3,3,1,10,0,146,105,71.92,186,125,67.2
2,20,15,0,3,3,1,10,1,129,94,72.87,158,106,67.09
2,20,15,0,3,3,1,10,2,99,73,73.74,128,86,67.19
2,20,15,0,3,5,0,2.5,0,55,37,67.27,84,62,73.81
2,20,15,0,3,5,0,2.5,1,47,32,68.09,70,50,71.43
2,20,15,0,3,5,0,2.5,2,37,25,67.57,53,39,73.58
2,20,15,0,3,5,0,5,0,58,38,65.52,86,62,72.09
2,20,15,0,3,5,0,5,1,48,32,66.67,70,50,71.43
2,20,15,0,3,5,0,5,2,37,25,67.57,53,39,73.58
2,20,15,0,3,5,0,7.5,0,58,38,65.52,86,62,72.09
2,20,15,0,3,5,0,7.5,1,48,32,66.67,70,50,71.43
2,20,15,0,3,5,0,7.5,2,37,25,67.57,53,39,73.58
2,20,15,0,3,5,0,10,0,58,38,65.52,86,62,72.09
2,20,15,0,3,5,0,10,1,48,32,66.67,70,50,71.43
2,20,15,0,3,5,0,10,2,37,25,67.57,53,39,73.58
2,20,15,0,3,5,1,2.5,0,94,65,69.15,127,88,69.29
2,20,15,0,3,5,1,2.5,1,81,57,70.37,111,76,68.47
2,20,15,0,3,5,1,2.5,2,67,48,71.64,92,64,69.57
2,20,15,0,3,5,1,5,0,97,66,68.04,129,88,68.22
2,20,15,0,3,5,1,5,1,82,57,69.51,111,76,68.47
2,20,15,0,3,5,1,5,2,67,48,71.64,92,64,69.57
2,20,15,0,3,5,1,7.5,0,97,66,68.04,129,88,68.22
2,20,15,0,3,5,1,7.5,1,82,57,69.51,111,76,68.47
2,20,15,0,3,5,1,7.5,2,67,48,71.64,92,64,69.57
2,20,15,0,3,5,1,10,0,97,66,68.04,129,88,68.22
2,20,15,0,3,5,1,10,1,82,57,69.51,111,76,68.47
2,20,15,0,3,5,1,10,2,67,48,71.64,92,64,69.57
2,20,15,0,5,1.5,0,2.5,0,20,17,85.0,32,22,68.75
2,20,15,0,5,1.5,0,2.5,1,15,14,93.33,22,14,63.64
2,20,15,0,5,1.5,0,2.5,2,9,8,88.89,11,7,63.64
2,20,15,0,5,1.5,0,5,0,20,17,85.0,32,22,68.75
2,20,15,0,5,1.5,0,5,1,15,14,93.33,22,14,63.64
2,20,15,0,5,1.5,0,5,2,9,8,88.89,11,7,63.64
2,20,15,0,5,1.5,0,7.5,0,20,17,85.0,32,22,68.75
2,20,15,0,5,1.5,0,7.5,1,15,14,93.33,22,14,63.64
2,20,15,0,5,1.5,0,7.5,2,9,8,88.89,11,7,63.64
2,20,15,0,5,1.5,0,10,0,20,17,85.0,32,22,68.75
2,20,15,0,5,1.5,0,10,1,15,14,93.33,22,14,63.64
2,20,15,0,5,1.5,0,10,2,9,8,88.89,11,7,63.64
2,20,15,0,5,1.5,1,2.5,0,45,35,77.78,60,38,63.33
2,20,15,0,5,1.5,1,2.5,1,36,29,80.56,48,29,60.42
2,20,15,0,5,1.5,1,2.5,2,27,21,77.78,32,19,59.38
2,20,15,0,5,1.5,1,5,0,45,35,77.78,60,38,63.33
2,20,15,0,5,1.5,1,5,1,36,29,80.56,48,29,60.42
2,20,15,0,5,1.5,1,5,2,27,21,77.78,32,19,59.38
2,20,15,0,5,1.5,1,7.5,0,45,35,77.78,60,38,63.33
2,20,15,0,5,1.5,1,7.5,1,36,29,80.56,48,29,60.42
2,20,15,0,5,1.5,1,7.5,2,27,21,77.78,32,19,59.38
2,20,15,0,5,1.5,1,10,0,45,35,77.78,60,38,63.33
2,20,15,0,5,1.5,1,10,1,36,29,80.56,48,29,60.42
2,20,15,0,5,1.5,1,10,2,27,21,77.78,32,19,59.38
2,20,15,0,5,3,0,2.5,0,20,17,85.0,31,21,67.74
2,20,15,0,5,3,0,2.5,1,15,14,93.33,21,13,61.9
2,20,15,0,5,3,0,2.5,2,9,8,88.89,10,6,60.0
2,20,15,0,5,3,0,5,0,20,17,85.0,31,21,67.74
2,20,15,0,5,3,0,5,1,15,14,93.33,21,13,61.9
2,20,15,0,5,3,0,5,2,9,8,88.89,10,6,60.0
2,20,15,0,5,3,0,7.5,0,20,17,85.0,31,21,67.74
2,20,15,0,5,3,0,7.5,1,15,14,93.33,21,13,61.9
2,20,15,0,5,3,0,7.5,2,9,8,88.89,10,6,60.0
2,20,15,0,5,3,0,10,0,20,17,85.0,31,21,67.74
2,20,15,0,5,3,0,10,1,15,14,93.33,21,13,61.9
2,20,15,0,5,3,0,10,2,9,8,88.89,10,6,60.0
2,20,15,0,5,3,1,2.5,0,44,34,77.27,56,35,62.5
2,20,15,0,5,3,1,2.5,1,35,28,80.0,45,27,60.0
2,20,15,0,5,3,1,2.5,2,26,20,76.92,30,17,56.67
2,20,15,0,5,3,1,5,0,44,34,77.27,56,35,62.5
2,20,15,0,5,3,1,5,1,35,28,80.0,45,27,60.0
2,20,15,0,5,3,1,5,2,26,20,76.92,30,17,56.67
2,20,15,0,5,3,1,7.5,0,44,34,77.27,56,35,62.5
2,20,15,0,5,3,1,7.5,1,35,28,80.0,45,27,60.0
2,20,15,0,5,3,1,7.5,2,26,20,76.92,30,17,56.67
2,20,15,0,5,3,1,10,0,44,34,77.27,56,35,62.5
2,20,15,0,5,3,1,10,1,35,28,80.0,45,27,60.0
2,20,15,0,5,3,1,10,2,26,20,76.92,30,17,56.67
2,20,15,0,5,5,0,2.5,0,14,12,85.71,27,19,70.37
2,20,15,0,5,5,0,2.5,1,9,9,100.0,19,11,57.89
2,20,15,0,5,5,0,2.5,2,7,7,100.0,9,5,55.56
2,20,15,0,5,5,0,5,0,14,12,85.71,27,19,70.37
2,20,15,0,5,5,0,5,1,9,9,100.0,19,11,57.89
2,20,15,0,5,5,0,5,2,7,7,100.0,9,5,55.56
2,20,15,0,5,5,0,7.5,0,14,12,85.71,27,19,70.37
2,20,15,0,5,5,0,7.5,1,9,9,100.0,19,11,57.89
2,20,15,0,5,5,0,7.5,2,7,7,100.0,9,5,55.56
2,20,15,0,5,5,0,10,0,14,12,85.71,27,19,70.37
2,20,15,0,5,5,0,10,1,9,9,100.0,19,11,57.89
2,20,15,0,5,5,0,10,2,7,7,100.0,9,5,55.56
2,20,15,0,5,5,1,2.5,0,36,28,77.78,45,29,64.44
2,20,15,0,5,5,1,2.5,1,27,22,81.48,36,21,58.33
2,20,15,0,5,5,1,2.5,2,22,18,81.82,24,14,58.33
2,20,15,0,5,5,1,5,0,36,28,77.78,45,29,64.44
2,20,15,0,5,5,1,5,1,27,22,81.48,36,21,58.33
2,20,15,0,5,5,1,5,2,22,18,81.82,24,14,58.33
2,20,15,0,5,5,1,7.5,0,36,28,77.78,45,29,64.44
2,20,15,0,5,5,1,7.5,1,27,22,81.48,36,21,58.33
2,20,15,0,5,5,1,7.5,2,22,18,81.82,24,14,58.33
2,20,15,0,5,5,1,10,0,36,28,77.78,45,29,64.44
2,20,15,0,5,5,1,10,1,27,22,81.48,36,21,58.33
2,20,15,0,5,5,1,10,2,22,18,81.82,24,14,58.33
2,20,15,10,1.5,1.5,0,2.5,0,136,95,69.85,170,124,72.94
2,20,15,10,1.5,1.5,0,2.5,1,120,85,70.83,148,107,72.3
2,20,15,10,1.5,1.5,0,2.5,2,89,64,71.91,118,86,72.88
2,20,15,10,1.5,1.5,0,5,0,143,99,69.23,182,132,72.53
2,20,15,10,1.5,1.5,0,5,1,122,86,70.49,152,109,71.71
2,20,15,10,1.5,1.5,0,5,2,89,64,71.91,118,86,72.88
2,20,15,10,1.5,1.5,0,7.5,0,143,99,69.23,182,132,72.53
2,20,15,10,1.5,1.5,0,7.5,1,122,86,70.49,152,109,71.71
2,20,15,10,1.5,1.5,0,7.5,2,89,64,71.91,118,86,72.88
2,20,15,10,1.5,1.5,0,10,0,143,99,69.23,182,132,72.53
2,20,15,10,1.5,1.5,0,10,1,122,86,70.49,152,109,71.71
2,20,15,10,1.5,1.5,0,10,2,89,64,71.91,118,86,72.88
2,20,15,10,1.5,1.5,1,2.5,0,212,151,71.23,252,177,70.24
2,20,15,10,1.5,1.5,1,2.5,1,191,138,72.25,225,157,69.78
2,20,15,10,1.5,1.5,1,2.5,2,152,111,73.03,187,130,69.52
2,20,15,10,1.5,1.5,1,5,0,219,155,70.78,264,185,70.08
2,20,15,10,1.5,1.5,1,5,1,193,139,72.02,229,159,69.43
2,20,15,10,1.5,1.5,1,5,2,152,111,73.03,187,130,69.52
2,20,15,10,1.5,1.5,1,7.5,0,219,155,70.78,264,185,70.08
2,20,15,10,1.5,1.5,1,7.5,1,193,139,72.02,229,159,69.43
2,20,15,10,1.5,1.5,1,7.5,2,152,111,73.03,187,130,69.52
2,20,15,10,1.5,1.5,1,10,0,219,155,70.78,264,185,70.08
2,20,15,10,1.5,1.5,1,10,1,193,139,72.02,229,159,69.43
2,20,15,10,1.5,1.5,1,10,2,152,111,73.03,187,130,69.52
2,20,15,10,1.5,3,0,2.5,0,98,70,71.43,131,95,72.52
2,20,15,10,1.5,3,0,2.5,1,86,62,72.09,111,80,72.07
2,20,15,10,1.5,3,0,2.5,2,63,45,71.43,86,63,73.26
