PullbackBars,Prior8Min,Prior24Min,GapMin,PenMin,PenMax,Current8Min,DevN,DevTarget,DevRate,HoldN,HoldTarget,HoldRate
3,39,20,1.5,1,4.5,-999,77,53,68.83,78,56,71.79
3,39,20,1.5,1,4.5,0,48,32,66.67,45,32,71.11
3,39,20,1.5,1,4.5,15,18,11,61.11,18,15,83.33
3,39,20,1.5,1,2.5,-999,11,6,54.55,4,3,75.0
3,39,20,1.5,1,2.5,0,11,6,54.55,4,3,75.0
3,39,20,1.5,1,2.5,15,11,6,54.55,4,3,75.0
3,39,20,3,0,4.5,-999,66,49,74.24,70,49,70.0
3,39,20,3,0,4.5,0,43,30,69.77,43,30,69.77
3,39,20,3,0,4.5,15,17,11,64.71,18,15,83.33
3,39,20,3,0.5,4.5,-999,66,49,74.24,70,49,70.0
3,39,20,3,0.5,4.5,0,43,30,69.77,43,30,69.77
3,39,20,3,0.5,4.5,15,17,11,64.71,18,15,83.33
3,39,20,3,1,4.5,-999,66,49,74.24,70,49,70.0
3,39,20,3,1,4.5,0,43,30,69.77,43,30,69.77
3,39,20,3,1,4.5,15,17,11,64.71,18,15,83.33
3,39,20,3,1,2.5,-999,10,6,60.0,4,3,75.0
3,39,20,3,1,2.5,0,10,6,60.0,4,3,75.0
3,39,20,3,1,2.5,15,10,6,60.0,4,3,75.0
3,39,20,5,0,4.5,-999,43,32,74.42,54,37,68.52
3,39,20,5,0,4.5,0,30,20,66.67,32,23,71.88
3,39,20,5,0,4.5,15,15,9,60.0,17,14,82.35
3,39,20,5,0.5,4.5,-999,43,32,74.42,54,37,68.52
3,39,20,5,0.5,4.5,0,30,20,66.67,32,23,71.88
3,39,20,5,0.5,4.5,15,15,9,60.0,17,14,82.35
3,39,20,5,1,4.5,-999,43,32,74.42,54,37,68.52
3,39,20,5,1,4.5,0,30,20,66.67,32,23,71.88
3,39,20,5,1,4.5,15,15,9,60.0,17,14,82.35
3,39,20,5,1,2.5,-999,9,5,55.56,4,3,75.0
3,39,20,5,1,2.5,0,9,5,55.56,4,3,75.0
3,39,20,5,1,2.5,15,9,5,55.56,4,3,75.0
3,39,30,1.5,0,4.5,-999,75,53,70.67,74,52,70.27
3,39,30,1.5,0,4.5,0,48,32,66.67,43,30,69.77
3,39,30,1.5,0,4.5,15,18,11,61.11,18,15,83.33
3,39,30,1.5,0.5,4.5,-999,75,53,70.67,74,52,70.27
3,39,30,1.5,0.5,4.5,0,48,32,66.67,43,30,69.77
3,39,30,1.5,0.5,4.5,15,18,11,61.11,18,15,83.33
3,39,30,1.5,1,4.5,-999,75,53,70.67,74,52,70.27
3,39,30,1.5,1,4.5,0,48,32,66.67,43,30,69.77
3,39,30,1.5,1,4.5,15,18,11,61.11,18,15,83.33
3,39,30,1.5,1,2.5,-999,11,6,54.55,4,3,75.0
3,39,30,1.5,1,2.5,0,11,6,54.55,4,3,75.0
3,39,30,1.5,1,2.5,15,11,6,54.55,4,3,75.0
3,39,30,3,0,4.5,-999,66,49,74.24,70,49,70.0
3,39,30,3,0,4.5,0,43,30,69.77,43,30,69.77
3,39,30,3,0,4.5,15,17,11,64.71,18,15,83.33
3,39,30,3,0.5,4.5,-999,66,49,74.24,70,49,70.0
3,39,30,3,0.5,4.5,0,43,30,69.77,43,30,69.77
3,39,30,3,0.5,4.5,15,17,11,64.71,18,15,83.33
3,39,30,3,1,4.5,-999,66,49,74.24,70,49,70.0
3,39,30,3,1,4.5,0,43,30,69.77,43,30,69.77
3,39,30,3,1,4.5,15,17,11,64.71,18,15,83.33
3,39,30,3,1,2.5,-999,10,6,60.0,4,3,75.0
3,39,30,3,1,2.5,0,10,6,60.0,4,3,75.0
3,39,30,3,1,2.5,15,10,6,60.0,4,3,75.0
3,39,30,5,0,4.5,-999,43,32,74.42,54,37,68.52
3,39,30,5,0,4.5,0,30,20,66.67,32,23,71.88
3,39,30,5,0,4.5,15,15,9,60.0,17,14,82.35
3,39,30,5,0.5,4.5,-999,43,32,74.42,54,37,68.52
3,39,30,5,0.5,4.5,0,30,20,66.67,32,23,71.88
3,39,30,5,0.5,4.5,15,15,9,60.0,17,14,82.35
3,39,30,5,1,4.5,-999,43,32,74.42,54,37,68.52
3,39,30,5,1,4.5,0,30,20,66.67,32,23,71.88
3,39,30,5,1,4.5,15,15,9,60.0,17,14,82.35
3,39,30,5,1,2.5,-999,9,5,55.56,4,3,75.0
3,39,30,5,1,2.5,0,9,5,55.56,4,3,75.0
3,39,30,5,1,2.5,15,9,5,55.56,4,3,75.0
3,39,39,1.5,0,4.5,-999,58,44,75.86,67,46,68.66
3,39,39,1.5,0,4.5,0,40,27,67.5,42,29,69.05
3,39,39,1.5,0,4.5,15,17,11,64.71,17,14,82.35
3,39,39,1.5,0.5,4.5,-999,58,44,75.86,67,46,68.66
3,39,39,1.5,0.5,4.5,0,40,27,67.5,42,29,69.05
3,39,39,1.5,0.5,4.5,15,17,11,64.71,17,14,82.35
3,39,39,1.5,1,4.5,-999,58,44,75.86,67,46,68.66
3,39,39,1.5,1,4.5,0,40,27,67.5,42,29,69.05
3,39,39,1.5,1,4.5,15,17,11,64.71,17,14,82.35
3,39,39,1.5,1,2.5,-999,10,6,60.0,4,3,75.0
3,39,39,1.5,1,2.5,0,10,6,60.0,4,3,75.0
3,39,39,1.5,1,2.5,15,10,6,60.0,4,3,75.0
3,39,39,3,0,4.5,-999,58,44,75.86,66,45,68.18
3,39,39,3,0,4.5,0,40,27,67.5,42,29,69.05
3,39,39,3,0,4.5,15,17,11,64.71,17,14,82.35
3,39,39,3,0.5,4.5,-999,58,44,75.86,66,45,68.18
3,39,39,3,0.5,4.5,0,40,27,67.5,42,29,69.05
3,39,39,3,0.5,4.5,15,17,11,64.71,17,14,82.35
3,39,39,3,1,4.5,-999,58,44,75.86,66,45,68.18
3,39,39,3,1,4.5,0,40,27,67.5,42,29,69.05
3,39,39,3,1,4.5,15,17,11,64.71,17,14,82.35
3,39,39,3,1,2.5,-999,10,6,60.0,4,3,75.0
3,39,39,3,1,2.5,0,10,6,60.0,4,3,75.0
3,39,39,3,1,2.5,15,10,6,60.0,4,3,75.0
3,39,39,5,0,4.5,-999,43,32,74.42,54,37,68.52
3,39,39,5,0,4.5,0,30,20,66.67,32,23,71.88
3,39,39,5,0,4.5,15,15,9,60.0,17,14,82.35
3,39,39,5,0.5,4.5,-999,43,32,74.42,54,37,68.52
3,39,39,5,0.5,4.5,0,30,20,66.67,32,23,71.88
3,39,39,5,0.5,4.5,15,15,9,60.0,17,14,82.35
3,39,39,5,1,4.5,-999,43,32,74.42,54,37,68.52
3,39,39,5,1,4.5,0,30,20,66.67,32,23,71.88
3,39,39,5,1,4.5,15,15,9,60.0,17,14,82.35
3,39,39,5,1,2.5,-999,9,5,55.56,4,3,75.0
3,39,39,5,1,2.5,0,9,5,55.56,4,3,75.0
3,39,39,5,1,2.5,15,9,5,55.56,4,3,75.0
