BarNumber,Time,Direction,Entry,Families,SignalBarStopPlus1,TicksSeen,SameSecondAmbiguous,Stop1,Stop2,Stop3,Stop4,Stop5,Stop6,Stop7,Stop8,Stop9,Stop10
32194,2026-08-27 11:04:11.016,-1,7739.0,EMA8,6,198,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
32208,2026-08-27 11:12:07.420,-1,7735.25,EMA8,6,1648,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
32211,2026-08-27 11:13:17.364,-1,7734.75,EMA8,6,1002,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
32221,2026-08-27 11:16:20.984,-1,7733.0,EMA8,6,8332,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
32245,2026-08-27 11:29:02.884,-1,7726.25,EMA8,6,1850,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
32333,2026-08-27 12:15:41.932,1,7731.5,EMA50,6,1066,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
32348,2026-08-27 12:26:08.756,1,7731.25,EMA50,6,19015,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET
32378,2026-08-27 12:50:40.340,1,7736.75,EMA24,6,6608,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
32393,2026-08-27 12:55:12.044,1,7743.0,EMA8,6,6080,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
32395,2026-08-27 12:55:30.552,1,7742.75,EMA8,6,25352,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
32397,2026-08-27 12:56:18.680,1,7741.75,EMA24,6,10665,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
32453,2026-08-27 13:59:25.744,-1,7732.5,EMA8,6,2317,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
32464,2026-08-27 15:02:38.244,-1,7731.25,EMA8,6,163,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
32471,2026-08-27 15:06:00.400,-1,7731.5,EMA24,6,5784,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
32533,2026-08-27 18:27:10.020,1,7738.75,EMA8,6,7773,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
32564,2026-08-27 20:26:36.008,1,7747.0,PIN,6,3656,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
32608,2026-08-27 23:24:42.556,-1,7736.0,EMA50,6,1778,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
32757,2026-08-28 04:41:39.284,1,7740.5,EMA24+EMA50,6,17152,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
32782,2026-08-28 05:28:35.092,1,7749.75,EMA8,6,2520,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
32801,2026-08-28 05:58:09.836,1,7750.75,EMA8,6,5987,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET
32813,2026-08-28 06:07:48.748,1,7752.0,EMA24,6,8414,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
32815,2026-08-28 06:11:02.828,1,7752.0,EMA24,6,3354,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
32898,2026-08-28 06:38:18.376,1,7751.0,EMA24,6,16192,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
32900,2026-08-28 06:39:16.380,1,7750.75,EMA24,6,4841,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
32919,2026-08-28 06:44:57.920,1,7755.25,EMA24,6,5081,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
32923,2026-08-28 06:45:41.320,1,7752.5,EMA50,6,11685,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
32948,2026-08-28 06:50:24.084,-1,7749.5,EMA8,6,846,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
32957,2026-08-28 06:51:57.168,-1,7747.25,EMA8,6,27020,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,NONE
32962,2026-08-28 06:53:20.536,-1,7747.25,EMA8,6,14742,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
33012,2026-08-28 07:00:00.488,-1,7743.75,EMA24,6,0,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
33143,2026-08-28 07:00:20.956,1,7756.25,EMA8,6,186,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33145,2026-08-28 07:00:22.072,1,7757.25,EMA8,6,247,True,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33149,2026-08-28 07:00:23.412,1,7758.5,EMA8,6,222,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
33162,2026-08-28 07:00:32.000,1,7755.0,EMA50,6,19,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33198,2026-08-28 07:01:49.600,-1,7749.75,EMA8,6,8888,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
33200,2026-08-28 07:01:51.768,-1,7750.0,EMA8,6,2805,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33202,2026-08-28 07:01:53.808,-1,7749.75,EMA8,6,6262,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
33205,2026-08-28 07:02:09.844,-1,7751.0,EMA24,6,3003,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
33220,2026-08-28 07:02:57.652,-1,7750.25,EMA50,6,5135,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33235,2026-08-28 07:03:52.036,-1,7745.5,EMA8,6,1322,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33242,2026-08-28 07:04:17.184,-1,7743.0,EMA8,6,704,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33284,2026-08-28 07:06:52.520,-1,7736.75,EMA8,6,6822,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
33290,2026-08-28 07:07:12.584,-1,7735.75,EMA8,6,5218,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
33294,2026-08-28 07:07:30.536,-1,7737.5,EMA24,6,25072,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
33338,2026-08-28 07:11:31.348,-1,7736.0,EMA8,6,1,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33351,2026-08-28 07:12:54.552,-1,7734.5,EMA24,6,2879,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33358,2026-08-28 07:13:33.236,-1,7728.5,PIN,6,3440,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33362,2026-08-28 07:14:03.996,-1,7728.5,EMA8,6,5077,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
33401,2026-08-28 07:18:10.060,1,7741.25,PIN,6,1649,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33405,2026-08-28 07:18:31.644,1,7741.25,EMA8,6,1225,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33415,2026-08-28 07:19:43.604,1,7745.0,EMA8,6,11030,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET
33494,2026-08-28 07:28:44.952,-1,7736.5,EMA8,6,4427,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
33502,2026-08-28 07:29:32.816,-1,7739.0,EMA50,6,7500,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
33548,2026-08-28 07:32:23.584,1,7741.75,EMA50,6,2297,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33566,2026-08-28 07:34:31.848,1,7749.5,EMA8,6,5225,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
33568,2026-08-28 07:34:47.396,1,7749.5,EMA8,6,2759,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33586,2026-08-28 07:37:43.952,1,7752.75,EMA8,6,655,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33589,2026-08-28 07:38:14.104,1,7753.75,EMA8,6,1,True,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33598,2026-08-28 07:40:16.532,1,7753.5,EMA24,6,1861,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33610,2026-08-28 07:42:52.428,1,7758.25,EMA8,6,561,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33616,2026-08-28 07:43:56.116,1,7759.5,EMA8,6,1000,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33620,2026-08-28 07:44:33.828,1,7763.75,PIN,6,3030,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33621,2026-08-28 07:44:42.492,1,7764.5,PIN,6,16946,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
33627,2026-08-28 07:45:29.024,1,7764.5,EMA8,6,4407,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
33631,2026-08-28 07:46:09.628,1,7762.5,EMA24,6,5362,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33637,2026-08-28 07:47:08.924,1,7765.25,EMA8,6,2523,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33652,2026-08-28 07:51:32.292,1,7769.75,EMA8,6,10310,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
33657,2026-08-28 07:52:30.424,1,7770.75,EMA8,6,6213,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33661,2026-08-28 07:53:12.428,1,7771.5,EMA8,6,2331,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33665,2026-08-28 07:54:02.320,1,7775.75,PIN,6,22833,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
33670,2026-08-28 07:55:47.512,1,7775.5,EMA8,6,1858,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33676,2026-08-28 07:57:37.104,1,7777.75,EMA8,6,14031,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33793,2026-08-28 08:32:04.272,1,7777.0,EMA50,6,11631,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33820,2026-08-28 08:40:09.380,-1,7764.5,PIN,6,3925,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33821,2026-08-28 08:40:29.080,-1,7763.75,PIN,6,1,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33826,2026-08-28 08:41:02.564,-1,7757.5,PIN,6,357,True,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33841,2026-08-28 08:42:18.684,-1,7761.0,EMA24,6,3678,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33857,2026-08-28 08:45:23.036,-1,7758.25,EMA24,6,833,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33877,2026-08-28 08:49:02.052,-1,7752.75,EMA8,6,111,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33881,2026-08-28 08:49:42.348,-1,7752.0,EMA8,6,1004,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33886,2026-08-28 08:50:32.588,-1,7753.0,EMA24,6,286,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33903,2026-08-28 08:52:56.872,-1,7744.75,EMA8,6,6035,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
33928,2026-08-28 08:56:31.676,-1,7741.75,PIN,6,540,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33930,2026-08-28 08:56:47.396,-1,7740.0,PIN,6,5977,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
33938,2026-08-28 08:57:40.180,-1,7738.75,EMA8,6,12509,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
33976,2026-08-28 09:02:23.840,-1,7737.0,EMA24,6,2341,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34050,2026-08-28 09:16:13.836,-1,7733.25,PIN,6,26317,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
34072,2026-08-28 09:19:59.812,-1,7730.75,EMA24,6,17615,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET
34085,2026-08-28 09:21:18.652,-1,7726.25,EMA8,6,7686,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
34091,2026-08-28 09:22:03.092,-1,7728.0,EMA24,6,99,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34105,2026-08-28 09:23:44.820,-1,7726.0,EMA24,6,5607,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34161,2026-08-28 09:30:25.372,1,7727.5,EMA50,6,1040,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34173,2026-08-28 09:32:28.016,1,7730.5,EMA8,6,1016,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34196,2026-08-28 09:37:21.180,1,7732.25,EMA8,6,461,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34221,2026-08-28 09:42:26.384,-1,7727.5,EMA8,6,1782,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34246,2026-08-28 09:47:25.096,1,7733.0,EMA8,6,1861,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34252,2026-08-28 09:48:29.544,1,7733.25,EMA8,6,491,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34255,2026-08-28 09:49:00.668,1,7734.25,EMA8,6,7875,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
34259,2026-08-28 09:49:58.672,1,7732.75,EMA24,6,11011,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
34286,2026-08-28 09:56:01.664,-1,7728.25,EMA8,6,6923,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34294,2026-08-28 09:58:39.536,-1,7729.0,EMA50,6,5228,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34302,2026-08-28 10:00:33.952,-1,7721.0,PIN,6,1713,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34305,2026-08-28 10:00:59.276,-1,7717.75,PIN,6,13737,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
34307,2026-08-28 10:01:14.704,-1,7717.0,PIN,6,16727,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
34310,2026-08-28 10:01:25.500,-1,7718.0,EMA8,6,1500,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34350,2026-08-28 10:07:37.692,-1,7715.0,EMA8,6,25573,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
34352,2026-08-28 10:07:55.404,-1,7715.5,EMA8,6,17757,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
34425,2026-08-28 10:23:18.352,-1,7717.75,EMA24+EMA50,6,893,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34471,2026-08-28 10:37:54.468,1,7721.0,EMA24+EMA50,6,15067,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
34504,2026-08-28 10:51:13.712,1,7724.75,EMA8,6,5939,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
34506,2026-08-28 10:51:39.344,1,7724.5,EMA8,6,3881,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34528,2026-08-28 11:01:55.176,1,7723.75,EMA50,6,6138,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34537,2026-08-28 11:05:06.168,1,7724.75,EMA24,6,1037,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34543,2026-08-28 11:07:14.452,1,7724.5,EMA50,6,2875,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34597,2026-08-28 11:29:21.288,-1,7720.75,EMA50,6,1712,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34607,2026-08-28 11:32:42.864,-1,7720.5,EMA50,6,6912,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
34643,2026-08-28 11:51:04.068,-1,7713.5,PIN,6,14830,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
34661,2026-08-28 11:59:46.716,-1,7716.0,EMA50,6,6582,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
34688,2026-08-28 12:12:51.752,1,7721.5,EMA8,6,37792,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
34691,2026-08-28 12:14:26.916,1,7720.5,EMA24,6,1528,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34704,2026-08-28 12:22:03.272,1,7723.5,EMA8,6,7634,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
34709,2026-08-28 12:25:16.408,1,7722.75,EMA24,6,2152,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34759,2026-08-28 12:50:25.512,1,7726.0,EMA8,6,7141,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
34813,2026-08-28 12:59:58.116,-1,7720.75,EMA8,6,1872,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
34826,2026-08-28 13:05:03.000,-1,7721.75,EMA50,6,1692,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34904,2026-08-30 15:03:33.796,-1,7708.0,EMA8,6,1,True,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
34960,2026-08-30 15:40:19.308,-1,7708.75,EMA50,6,1750,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
34969,2026-08-30 15:47:08.448,-1,7707.75,EMA24,6,9965,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
35029,2026-08-30 16:48:22.080,-1,7691.25,EMA8,6,135,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35034,2026-08-30 16:49:03.256,-1,7690.0,EMA8,6,273,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35054,2026-08-30 16:58:06.832,-1,7691.0,EMA24,6,1426,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35064,2026-08-30 17:01:12.920,-1,7688.0,EMA8,6,1253,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35066,2026-08-30 17:01:29.832,-1,7687.75,EMA8,6,284,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35070,2026-08-30 17:02:11.128,-1,7687.0,EMA8,6,3887,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35075,2026-08-30 17:05:58.420,-1,7686.5,EMA8,6,310,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35103,2026-08-30 17:26:56.108,1,7698.0,EMA8,6,1963,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35121,2026-08-30 17:52:45.728,1,7700.75,EMA24,6,3797,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
35138,2026-08-30 18:02:20.672,-1,7692.25,EMA8,6,630,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35144,2026-08-30 18:04:33.228,-1,7694.25,EMA50,6,1503,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
35146,2026-08-30 18:05:06.100,-1,7694.25,EMA50,6,569,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35159,2026-08-30 18:10:57.568,-1,7688.25,PIN,6,1564,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35168,2026-08-30 18:15:14.424,-1,7690.75,EMA24,6,1793,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35357,2026-08-30 20:36:51.836,1,7692.25,EMA24,6,11697,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35366,2026-08-30 21:07:22.704,1,7692.25,EMA50,6,11870,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
35397,2026-08-30 22:12:53.224,1,7703.0,EMA8,6,273,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35407,2026-08-30 22:21:20.184,1,7707.75,EMA8,6,2850,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35449,2026-08-30 23:30:57.216,1,7708.75,EMA8,6,4303,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35457,2026-08-30 23:52:15.616,1,7710.75,EMA8,6,8543,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
35645,2026-08-31 04:40:25.364,-1,7707.5,EMA24,6,1102,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35652,2026-08-31 04:48:18.204,-1,7701.0,PIN,6,1438,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
35663,2026-08-31 05:04:53.200,-1,7703.75,EMA24,6,2687,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
35712,2026-08-31 05:12:27.288,1,7704.5,EMA8,6,149,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35715,2026-08-31 05:15:05.692,1,7705.5,EMA8,6,759,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35737,2026-08-31 05:25:58.192,-1,7696.5,EMA8,6,906,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
35750,2026-08-31 05:29:45.428,-1,7699.5,EMA50,6,364,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35781,2026-08-31 05:43:28.544,-1,7693.25,EMA8,6,306,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35828,2026-08-31 06:27:50.348,1,7700.75,EMA8,6,726,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35833,2026-08-31 06:28:33.908,1,7700.25,EMA24,6,333,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35836,2026-08-31 06:28:57.732,1,7702.0,EMA8,6,6512,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
35839,2026-08-31 06:29:48.068,1,7701.0,EMA24,6,9303,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
35853,2026-08-31 06:30:24.948,1,7702.0,EMA24,6,4193,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
35857,2026-08-31 06:30:49.740,1,7700.75,EMA50,6,2452,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35869,2026-08-31 06:31:36.588,1,7701.25,EMA50,6,3749,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35892,2026-08-31 06:33:26.868,-1,7692.75,PIN,6,2286,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35902,2026-08-31 06:34:25.472,-1,7692.5,EMA8,6,5434,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35905,2026-08-31 06:34:56.056,-1,7691.75,EMA8,6,1157,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
35930,2026-08-31 06:37:30.532,-1,7690.5,EMA50,6,168,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
