BarNumber,Time,Direction,Entry,Families,SignalBarStopPlus1,TicksSeen,SameSecondAmbiguous,Stop1,Stop2,Stop3,Stop4,Stop5,Stop6,Stop7,Stop8,Stop9,Stop10
28645,2026-08-25 07:30:28.516,-1,7671.25,EMA8,6,1,True,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
28702,2026-08-25 07:31:24.300,1,7677.75,EMA8,6,4761,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
28715,2026-08-25 07:34:01.968,1,7680.75,EMA8,6,5352,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
28724,2026-08-25 07:36:06.064,1,7678.5,EMA50,6,2347,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
28757,2026-08-25 07:48:17.324,-1,7675.75,EMA50,6,14818,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
28781,2026-08-25 08:00:56.256,1,7679.0,EMA24,6,2808,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
28834,2026-08-25 08:29:49.828,1,7686.75,PIN,6,18112,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
28845,2026-08-25 08:33:57.108,1,7689.0,EMA8,6,2851,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
28858,2026-08-25 08:35:26.152,1,7687.0,EMA24,6,1869,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
28864,2026-08-25 08:36:43.092,1,7686.5,EMA50,6,10592,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
28890,2026-08-25 08:52:58.348,-1,7681.75,EMA24,6,2434,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
28912,2026-08-25 09:10:34.308,1,7687.75,EMA24,6,1202,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
28929,2026-08-25 09:37:19.204,1,7690.25,EMA24,6,2708,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
28977,2026-08-25 10:19:25.728,-1,7685.25,EMA24,6,6061,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
28979,2026-08-25 10:20:22.088,-1,7686.25,EMA50,6,1807,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
28987,2026-08-25 10:30:37.544,-1,7680.75,EMA8,6,19656,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
28989,2026-08-25 10:33:10.120,-1,7681.5,EMA8,6,40004,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
28993,2026-08-25 10:40:20.048,-1,7682.0,EMA24,6,25950,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
29035,2026-08-25 11:59:02.464,1,7689.75,EMA8,6,2815,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29152,2026-08-25 16:59:53.148,-1,7682.25,EMA8,6,2844,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29154,2026-08-25 17:00:25.012,-1,7681.75,EMA8,6,266,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29166,2026-08-25 17:05:33.424,-1,7682.0,EMA24,6,2695,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29193,2026-08-25 17:39:48.504,-1,7677.5,EMA8,6,17982,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
29210,2026-08-25 18:12:23.544,-1,7677.0,EMA24,6,8201,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29219,2026-08-25 18:33:05.220,-1,7673.0,EMA8,6,1239,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29251,2026-08-25 19:46:07.176,1,7685.5,PIN,6,1918,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29258,2026-08-25 20:12:01.340,1,7686.25,EMA8,6,1469,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29271,2026-08-25 21:03:21.448,1,7690.25,EMA8,6,1163,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29274,2026-08-25 21:10:21.920,1,7691.0,EMA8,6,15967,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
29276,2026-08-25 21:21:54.476,1,7690.75,EMA8,6,9583,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
29329,2026-08-25 23:29:42.092,-1,7682.75,EMA50,6,778,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29353,2026-08-26 00:03:43.788,1,7686.75,EMA50,6,629,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29399,2026-08-26 01:06:18.372,1,7687.5,EMA8,6,343,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29402,2026-08-26 01:09:11.748,1,7688.5,EMA8,6,1180,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29426,2026-08-26 01:38:23.444,1,7689.25,EMA8,6,2417,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29495,2026-08-26 04:11:32.924,1,7688.25,EMA50,6,1199,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29519,2026-08-26 04:46:02.196,-1,7685.5,EMA8,6,2580,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29530,2026-08-26 04:56:25.940,-1,7686.5,EMA50,6,23317,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,NONE,NONE
29597,2026-08-26 05:32:10.236,-1,7684.5,EMA8,6,531,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29602,2026-08-26 05:33:20.584,-1,7683.25,EMA8,6,99,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29606,2026-08-26 05:33:47.340,-1,7683.25,EMA8,6,6176,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
29609,2026-08-26 05:34:50.136,-1,7684.25,EMA24,6,22,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29623,2026-08-26 05:39:47.836,-1,7681.25,EMA8,6,10192,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
29658,2026-08-26 05:54:41.176,-1,7678.0,EMA8,6,3349,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
29670,2026-08-26 05:58:33.284,-1,7679.75,EMA50,6,1007,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29751,2026-08-26 06:33:03.000,1,7685.5,EMA24,6,16763,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
29764,2026-08-26 06:34:43.184,1,7688.75,EMA8,6,1764,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29767,2026-08-26 06:35:01.308,1,7689.5,EMA8,6,2464,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
29802,2026-08-26 06:39:26.060,1,7688.0,EMA24,6,17590,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
29831,2026-08-26 06:43:34.616,1,7697.5,PIN,6,5426,True,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
29835,2026-08-26 06:43:43.896,1,7696.5,EMA8,6,8932,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
29837,2026-08-26 06:44:02.284,1,7696.0,EMA8,6,1696,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29845,2026-08-26 06:45:46.288,1,7697.0,EMA8,6,1033,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29895,2026-08-26 06:59:37.916,1,7699.0,EMA24,6,791,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29900,2026-08-26 07:00:17.256,1,7699.75,EMA24,6,2565,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29904,2026-08-26 07:02:09.948,1,7700.0,EMA24,6,3115,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29910,2026-08-26 07:05:35.964,1,7700.5,EMA24,6,9616,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
29935,2026-08-26 07:15:28.088,-1,7693.75,EMA8,6,5651,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29941,2026-08-26 07:18:26.280,-1,7694.75,EMA24,6,822,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29954,2026-08-26 07:23:51.400,-1,7689.5,EMA8,6,794,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29962,2026-08-26 07:27:01.112,-1,7682.25,PIN,6,11789,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
29979,2026-08-26 07:32:17.356,-1,7682.25,EMA8,6,14758,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
30019,2026-08-26 07:54:49.608,1,7689.5,EMA8,6,11388,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET
30026,2026-08-26 07:59:54.072,1,7690.5,EMA8,6,2386,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30030,2026-08-26 08:02:32.932,1,7695.0,PIN,6,1643,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30038,2026-08-26 08:07:05.068,1,7696.0,EMA8,6,29055,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
30093,2026-08-26 08:36:08.136,-1,7685.5,EMA8,6,16993,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
30134,2026-08-26 08:52:55.756,-1,7688.0,EMA50,6,3853,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30162,2026-08-26 09:06:38.444,-1,7684.25,EMA24,6,2153,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30210,2026-08-26 09:49:10.648,-1,7674.5,EMA24,6,1130,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30214,2026-08-26 09:51:29.068,-1,7674.25,EMA24,6,3354,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30240,2026-08-26 10:14:33.716,1,7683.5,EMA8,6,876,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30256,2026-08-26 10:34:36.948,1,7689.0,EMA8,6,473,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30259,2026-08-26 10:38:37.076,1,7690.0,EMA8,6,8625,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
30261,2026-08-26 10:41:49.556,1,7689.5,EMA8,6,2254,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
30316,2026-08-26 11:52:20.032,1,7695.5,EMA8,6,2221,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30321,2026-08-26 11:57:24.740,1,7696.75,EMA8,6,947,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30345,2026-08-26 12:15:07.732,1,7702.25,EMA24,6,2281,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30416,2026-08-26 12:59:55.268,-1,7691.0,EMA24,6,290,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30424,2026-08-26 13:00:25.928,-1,7692.25,EMA50,6,1,True,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30441,2026-08-26 13:04:16.100,1,7701.0,PIN,6,449,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30442,2026-08-26 13:04:26.392,1,7701.75,PIN,6,74,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30445,2026-08-26 13:05:00.264,1,7701.25,EMA8,6,1923,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30457,2026-08-26 13:12:58.864,1,7702.5,EMA8,6,576,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30469,2026-08-26 13:19:22.776,1,7705.5,EMA8,6,48,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30475,2026-08-26 13:19:57.048,1,7706.75,EMA8,6,53,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
30527,2026-08-26 13:20:28.608,1,7702.75,EMA50,6,55,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30551,2026-08-26 13:21:12.040,-1,7698.25,EMA24,6,116,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30585,2026-08-26 13:23:10.052,-1,7693.5,EMA50,6,1132,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
30596,2026-08-26 13:24:08.456,1,7698.75,EMA8,6,1040,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30603,2026-08-26 13:25:05.496,1,7699.25,EMA8,6,977,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30642,2026-08-26 13:34:56.208,-1,7694.75,EMA24,6,2965,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
30662,2026-08-26 13:52:45.556,1,7703.0,EMA8,6,167,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30667,2026-08-26 13:58:19.980,1,7706.75,PIN,6,134,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30678,2026-08-26 15:00:01.108,1,7725.0,PIN,6,211,True,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30700,2026-08-26 15:01:19.940,1,7732.75,PIN,6,398,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30701,2026-08-26 15:01:32.632,1,7733.5,PIN,6,126,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30717,2026-08-26 15:04:41.564,1,7732.25,EMA8,6,154,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30756,2026-08-26 15:29:07.328,1,7738.0,EMA8,6,2396,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30811,2026-08-26 17:22:36.112,-1,7730.25,EMA8,6,3472,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
30829,2026-08-26 17:46:21.332,-1,7717.25,PIN,6,8137,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30830,2026-08-26 17:49:21.800,-1,7716.5,PIN,6,8052,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30837,2026-08-26 17:53:34.576,-1,7716.0,EMA8,6,15172,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
30841,2026-08-26 17:58:33.244,-1,7716.25,EMA8,6,4067,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30845,2026-08-26 18:00:59.172,-1,7715.25,EMA8,6,3519,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
30847,2026-08-26 18:01:46.440,-1,7715.5,EMA8,6,3212,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
30851,2026-08-26 18:02:48.736,-1,7717.25,EMA24,6,943,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30894,2026-08-26 19:00:27.188,1,7725.25,EMA8,6,4747,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30897,2026-08-26 19:07:50.584,1,7725.5,EMA8,6,1903,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30905,2026-08-26 19:44:44.644,1,7727.5,EMA8,6,4404,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
30909,2026-08-26 20:03:00.972,1,7728.75,EMA8,6,4963,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
30920,2026-08-26 20:50:11.396,1,7728.25,EMA24,6,2247,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
30947,2026-08-26 22:10:38.436,-1,7715.75,PIN,6,6515,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
30972,2026-08-26 22:55:43.032,-1,7711.0,EMA8,6,8946,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
30974,2026-08-26 23:00:47.720,-1,7711.25,EMA8,6,5194,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31035,2026-08-27 00:38:22.528,1,7718.5,EMA50,6,5901,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31070,2026-08-27 01:23:22.900,1,7728.25,EMA24,6,2052,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31118,2026-08-27 02:06:44.124,-1,7722.25,EMA8,6,3508,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31121,2026-08-27 02:11:25.768,-1,7724.25,EMA24,6,3014,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
31123,2026-08-27 02:12:45.936,-1,7724.25,EMA24,6,1292,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31162,2026-08-27 03:19:17.976,-1,7722.75,EMA24,6,1742,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31170,2026-08-27 03:39:36.104,-1,7719.25,EMA8,6,3760,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31201,2026-08-27 04:22:05.156,1,7726.75,EMA24,6,5732,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31203,2026-08-27 04:25:37.264,1,7726.25,EMA24,6,2654,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31212,2026-08-27 04:31:41.244,-1,7722.0,EMA8,6,1,True,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31234,2026-08-27 04:42:29.836,-1,7719.5,EMA8,6,5364,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
31274,2026-08-27 05:22:25.684,1,7723.5,EMA50,6,1213,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31306,2026-08-27 05:51:30.760,-1,7712.0,EMA8,6,15176,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
31325,2026-08-27 06:08:01.532,-1,7714.25,EMA50,6,471,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31396,2026-08-27 06:31:59.912,-1,7707.0,PIN,6,2007,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31456,2026-08-27 06:37:47.704,-1,7708.0,EMA50,6,1453,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31497,2026-08-27 06:43:34.728,1,7716.75,EMA8,6,8466,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
31501,2026-08-27 06:44:04.728,1,7717.25,EMA8,6,1,True,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31521,2026-08-27 06:46:05.744,1,7727.75,PIN,6,8170,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31524,2026-08-27 06:46:34.316,1,7727.5,EMA8,6,1017,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31543,2026-08-27 06:47:54.408,-1,7713.0,EMA8,6,10274,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31545,2026-08-27 06:48:04.308,-1,7713.75,EMA8,6,10397,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
31557,2026-08-27 06:49:32.964,-1,7709.25,PIN,6,3431,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31580,2026-08-27 06:52:28.104,1,7721.25,EMA8,6,1,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31593,2026-08-27 06:53:52.272,1,7723.0,EMA8,6,103,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31597,2026-08-27 06:54:44.140,1,7724.0,EMA8,6,7810,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31599,2026-08-27 06:55:03.336,1,7723.75,EMA8,6,4294,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31624,2026-08-27 06:57:10.808,-1,7710.75,PIN,6,7994,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31677,2026-08-27 07:01:42.060,1,7718.25,EMA8,6,15986,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31682,2026-08-27 07:02:17.404,1,7717.75,EMA24,6,10899,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET
31700,2026-08-27 07:04:47.928,1,7719.5,EMA24,6,5850,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31706,2026-08-27 07:05:40.492,1,7721.5,EMA8,6,8282,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31722,2026-08-27 07:07:27.932,-1,7714.25,EMA8,6,6946,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31729,2026-08-27 07:08:22.492,-1,7715.5,EMA50,6,859,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31760,2026-08-27 07:13:25.644,1,7719.25,EMA50,6,2176,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31773,2026-08-27 07:16:48.264,1,7720.5,EMA24,6,10411,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
31783,2026-08-27 07:20:02.780,1,7723.5,EMA8,6,1646,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31790,2026-08-27 07:22:06.456,1,7723.75,EMA24,6,14624,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
31888,2026-08-27 07:49:51.540,1,7734.25,PIN,6,21169,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
31954,2026-08-27 08:20:13.584,1,7741.75,EMA8,6,12675,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31959,2026-08-27 08:23:44.856,1,7740.5,EMA24,6,8020,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31963,2026-08-27 08:26:04.420,1,7738.25,EMA50,6,14844,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31976,2026-08-27 08:32:10.244,-1,7733.75,EMA8,6,6351,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
31994,2026-08-27 08:38:31.316,-1,7731.5,EMA8,6,4334,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
31996,2026-08-27 08:39:02.808,-1,7731.25,EMA8,6,1819,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
32002,2026-08-27 08:40:27.264,-1,7730.25,EMA8,6,5006,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
32045,2026-08-27 08:57:44.420,1,7738.25,EMA8,6,1394,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
32048,2026-08-27 09:00:39.556,1,7739.0,EMA8,6,12957,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
32058,2026-08-27 09:06:36.928,1,7738.5,EMA24,6,11457,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
32077,2026-08-27 09:19:30.564,1,7738.25,EMA50,6,7756,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
32175,2026-08-27 10:56:08.544,-1,7744.5,EMA8,6,6268,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
32190,2026-08-27 11:02:18.828,-1,7737.75,PIN,6,9419,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
32192,2026-08-27 11:03:29.028,-1,7738.75,EMA8,6,4726,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
