Configuration,BarNumber,Time,Direction,Families,Segment,Outcome,TicksSeen
R5_CURRENT,8845,2026-08-06 12:41:21.528,-1,PIN7,DEV,TARGET,1623
R5_CURRENT,8847,2026-08-06 12:42:01.880,-1,PIN,DEV,TARGET,5327
R5_CURRENT,8858,2026-08-06 12:46:17.460,-1,EMA24,DEV,TARGET,201
R5_CURRENT,8885,2026-08-06 12:51:52.356,-1,EMA8,DEV,STOP,9941
R5_CURRENT,8906,2026-08-06 12:54:39.372,1,EMA8,DEV,STOP,14004
R5_CURRENT,8910,2026-08-06 12:55:00.280,1,EMA8,DEV,TARGET,1925
R5_CURRENT,9976,2026-08-07 06:32:21.132,1,EMA8,DEV,STOP,9353
R5_CURRENT,9986,2026-08-07 06:33:17.020,1,PIN7,DEV,STOP,1334
R5_CURRENT,10033,2026-08-07 06:36:39.064,-1,EMA8,DEV,TARGET,930
R5_CURRENT,10058,2026-08-07 06:39:17.644,1,EMA24,DEV,TARGET,4551
R5_CURRENT,10092,2026-08-07 06:41:51.860,1,EMA8,DEV,STOP,1511
R5_CURRENT,10114,2026-08-07 06:43:30.996,1,PIN7,DEV,TARGET,4531
R5_CURRENT,10115,2026-08-07 06:43:45.948,1,PIN7,DEV,TARGET,1190
R5_CURRENT,10119,2026-08-07 06:44:04.288,1,PIN,DEV,TARGET,16453
R5_CURRENT,10122,2026-08-07 06:44:38.264,1,EMA8,DEV,TARGET,2631
R5_CURRENT,10314,2026-08-07 07:01:12.332,1,EMA24,DEV,STOP,9360
R5_CURRENT,10350,2026-08-07 07:04:01.160,-1,PIN7,DEV,TARGET,2767
R5_CURRENT,10351,2026-08-07 07:04:07.676,-1,PIN7,DEV,TARGET,172
R5_CURRENT,10381,2026-08-07 07:06:28.088,-1,EMA50,DEV,STOP,4662
R5_CURRENT,10416,2026-08-07 07:09:46.176,-1,PIN7,DEV,TARGET,1122
R5_CURRENT,10421,2026-08-07 07:10:15.448,-1,EMA8,DEV,TARGET,7812
R5_CURRENT,10436,2026-08-07 07:11:37.476,-1,PIN7,DEV,TARGET,4849
R5_CURRENT,10437,2026-08-07 07:11:51.784,-1,PIN7,DEV,TARGET,2124
R5_CURRENT,10492,2026-08-07 07:17:33.552,1,EMA8,DEV,TARGET,494
R5_CURRENT,10499,2026-08-07 07:17:51.784,1,EMA8,DEV,TARGET,21708
R5_CURRENT,10506,2026-08-07 07:18:36.064,1,EMA8,DEV,TARGET,2272
R5_CURRENT,10508,2026-08-07 07:18:45.692,1,PIN7,DEV,TARGET,2894
R5_CURRENT,10533,2026-08-07 07:22:35.944,1,EMA24,DEV,TARGET,12442
R5_CURRENT,10542,2026-08-07 07:23:37.936,1,PIN7,DEV,TARGET,2554
R5_CURRENT,10544,2026-08-07 07:23:56.392,1,PIN7,DEV,TARGET,520
R5_CURRENT,10548,2026-08-07 07:24:15.416,1,EMA8,DEV,TARGET,11815
R5_CURRENT,10550,2026-08-07 07:24:30.576,1,EMA8,DEV,TARGET,7955
R5_CURRENT,10555,2026-08-07 07:25:38.068,1,PIN,DEV,TARGET,3925
R5_CURRENT,10562,2026-08-07 07:27:00.716,1,EMA8,DEV,TARGET,11723
R5_CURRENT,10569,2026-08-07 07:28:15.872,1,EMA8,DEV,TARGET,3968
R5_CURRENT,10571,2026-08-07 07:28:27.940,1,EMA8,DEV,TARGET,2729
R5_CURRENT,10573,2026-08-07 07:28:43.944,1,PIN7,DEV,TARGET,412
R5_CURRENT,10578,2026-08-07 07:29:34.648,1,EMA8,DEV,TARGET,2717
R5_CURRENT,10581,2026-08-07 07:30:03.296,1,EMA8,DEV,STOP,7206
R5_CURRENT,10590,2026-08-07 07:31:18.680,1,EMA50,DEV,STOP,5904
R5_CURRENT,10627,2026-08-07 07:36:09.288,-1,EMA8,DEV,TARGET,242
R5_CURRENT,10630,2026-08-07 07:36:18.460,-1,EMA8,DEV,TARGET,8530
R5_CURRENT,10668,2026-08-07 07:40:36.996,-1,EMA24,DEV,TARGET,16255
R5_CURRENT,10670,2026-08-07 07:40:54.744,-1,EMA50,DEV,TARGET,9923
R5_CURRENT,10674,2026-08-07 07:41:13.296,-1,EMA50,DEV,TARGET,3689
R5_CURRENT,10695,2026-08-07 07:43:47.252,-1,PIN7,DEV,TARGET,13053
R5_CURRENT,10714,2026-08-07 07:46:07.560,1,EMA8,DEV,TARGET,6780
R5_CURRENT,10787,2026-08-07 07:58:15.320,1,PIN7,DEV,TARGET,4563
R5_CURRENT,10795,2026-08-07 07:59:29.136,1,EMA24,DEV,TARGET,2602
R5_CURRENT,11240,2026-08-07 11:06:26.044,-1,PIN7,DEV,TARGET,14919
R5_CURRENT,11250,2026-08-07 11:13:32.356,-1,PIN7,DEV,TARGET,2641
R5_CURRENT,11252,2026-08-07 11:14:36.620,-1,PIN7,DEV,STOP,21261
R5_CURRENT,11256,2026-08-07 11:17:21.284,-1,EMA8,DEV,STOP,6702
R5_CURRENT,11261,2026-08-07 11:20:49.996,-1,EMA24,DEV,TARGET,4195
R5_CURRENT,11274,2026-08-07 11:31:12.824,-1,PIN7,DEV,STOP,9151
R5_CURRENT,11317,2026-08-07 12:01:23.260,1,PIN7,DEV,TARGET,321
R5_CURRENT,11331,2026-08-07 12:07:24.296,1,PIN,DEV,TARGET,9545
R5_CURRENT,11342,2026-08-07 12:13:23.056,1,EMA8,DEV,TARGET,8947
R5_CURRENT,11344,2026-08-07 12:15:08.788,1,EMA8,DEV,TARGET,2351
R5_CURRENT,11350,2026-08-07 12:16:59.584,1,PIN7,DEV,TARGET,641
R5_CURRENT,11440,2026-08-07 12:58:59.036,1,PIN7,DEV,TARGET,53
R5_CURRENT,11995,2026-08-10 06:31:48.184,1,EMA24,DEV,TARGET,786
R5_CURRENT,11999,2026-08-10 06:32:38.048,1,EMA8,DEV,TARGET,757
R5_CURRENT,12030,2026-08-10 06:36:08.676,-1,EMA24,DEV,STOP,2248
R5_CURRENT,12056,2026-08-10 06:39:22.584,-1,PIN7,DEV,STOP,7696
R5_CURRENT,12220,2026-08-10 07:10:41.420,1,PIN7,DEV,STOP,5194
R5_CURRENT,12231,2026-08-10 07:18:36.816,1,EMA24,DEV,TARGET,6069
R5_CURRENT,12323,2026-08-10 07:56:57.028,-1,EMA24,DEV,TARGET,1680
R5_CURRENT,12326,2026-08-10 07:57:25.276,-1,EMA8,DEV,TARGET,13612
R5_CURRENT,12328,2026-08-10 07:58:32.656,-1,EMA8,DEV,TARGET,7776
R5_CURRENT,12719,2026-08-10 11:36:11.156,-1,EMA50,DEV,TARGET,1833
R5_CURRENT,12741,2026-08-10 12:01:25.288,1,EMA8,DEV,TARGET,3492
R5_CURRENT,12747,2026-08-10 12:13:28.732,1,EMA8,DEV,TARGET,8461
R5_CURRENT,12749,2026-08-10 12:17:41.588,1,EMA8,DEV,TARGET,876
R5_CURRENT,12792,2026-08-10 12:55:05.104,-1,EMA24,DEV,TARGET,230
R5_CURRENT,13319,2026-08-11 06:31:41.036,-1,EMA8,DEV,TARGET,1222
R5_CURRENT,13322,2026-08-11 06:31:59.108,-1,EMA8,DEV,TARGET,5263
R5_CURRENT,13324,2026-08-11 06:32:15.448,-1,EMA8,DEV,TARGET,312
R5_CURRENT,13329,2026-08-11 06:32:42.888,-1,EMA8,DEV,TARGET,17500
R5_CURRENT,13341,2026-08-11 06:35:10.428,-1,EMA8,DEV,TARGET,3552
R5_CURRENT,13344,2026-08-11 06:35:35.276,-1,PIN7,DEV,TARGET,6481
R5_CURRENT,13345,2026-08-11 06:35:49.752,-1,PIN7,DEV,STOP,13478
R5_CURRENT,13346,2026-08-11 06:36:02.564,-1,PIN7,DEV,STOP,3493
R5_CURRENT,13351,2026-08-11 06:36:56.020,-1,EMA24,DEV,STOP,7798
R5_CURRENT,13389,2026-08-11 06:44:24.384,-1,PIN7,DEV,STOP,2762
R5_CURRENT,13576,2026-08-11 07:40:32.620,-1,EMA24,DEV,STOP,9153
R5_CURRENT,13902,2026-08-11 11:23:31.400,-1,PIN7,DEV,TARGET,13480
R5_CURRENT,13910,2026-08-11 11:29:04.884,-1,PIN,DEV,TARGET,4269
R5_CURRENT,13916,2026-08-11 11:29:56.236,-1,PIN,DEV,STOP,4467
R5_CURRENT,13929,2026-08-11 11:37:46.672,-1,EMA50,DEV,TARGET,583
R5_CURRENT,13961,2026-08-11 12:06:52.116,-1,EMA50,DEV,TARGET,1232
R5_CURRENT,13972,2026-08-11 12:23:11.516,1,PIN7,DEV,TARGET,2186
R5_CURRENT,13985,2026-08-11 12:36:35.848,1,EMA8,DEV,TARGET,988
R5_CURRENT,13987,2026-08-11 12:38:21.000,1,PIN7,DEV,STOP,11710
R5_CURRENT,13995,2026-08-11 12:46:08.832,1,EMA50,DEV,STOP,8220
R5_CURRENT,13997,2026-08-11 12:46:39.000,1,EMA50,DEV,STOP,6290
R5_CURRENT,14018,2026-08-11 12:54:13.412,-1,EMA8,DEV,STOP,1983
R5_CURRENT,14043,2026-08-11 12:59:39.544,-1,PIN7,DEV,STOP,2407
R5_CURRENT,14765,2026-08-12 06:31:20.752,-1,PIN,DEV,TARGET,1978
R5_CURRENT,14766,2026-08-12 06:31:26.692,-1,PIN,DEV,TARGET,2239
R5_CURRENT,14782,2026-08-12 06:33:10.604,-1,EMA8,DEV,STOP,9015
R5_CURRENT,14787,2026-08-12 06:33:51.856,-1,EMA24,DEV,TARGET,767
R5_CURRENT,14831,2026-08-12 06:38:44.284,-1,PIN7,DEV,TARGET,13008
R5_CURRENT,14836,2026-08-12 06:40:03.360,-1,PIN7,DEV,TARGET,1464
R5_CURRENT,14850,2026-08-12 06:42:02.528,-1,EMA50,DEV,TARGET,26383
R5_CURRENT,14975,2026-08-12 07:02:32.248,-1,PIN7,DEV,TARGET,12093
R5_CURRENT,15020,2026-08-12 07:16:09.928,1,PIN7,DEV,TARGET,16477
R5_CURRENT,15028,2026-08-12 07:18:18.288,1,PIN7,DEV,TARGET,329
R5_CURRENT,15094,2026-08-12 07:31:10.180,-1,EMA8,DEV,TARGET,1
R5_CURRENT,15096,2026-08-12 07:31:10.232,-1,EMA8,DEV,TARGET,1
R5_CURRENT,15098,2026-08-12 07:31:10.312,-1,EMA8,DEV,TARGET,1
R5_CURRENT,15139,2026-08-12 07:31:20.008,1,EMA24,DEV,TARGET,5135
R5_CURRENT,15146,2026-08-12 07:31:46.028,1,PIN7,DEV,STOP,8366
R5_CURRENT,15148,2026-08-12 07:32:03.888,1,EMA8,DEV,STOP,4136
R5_CURRENT,15175,2026-08-12 07:37:31.176,1,PIN7,DEV,TARGET,2954
R5_CURRENT,15177,2026-08-12 07:38:09.784,1,PIN7,DEV,STOP,9426
R5_CURRENT,15182,2026-08-12 07:39:18.036,1,EMA24,DEV,TARGET,5375
R5_CURRENT,15196,2026-08-12 07:43:43.552,1,EMA8,DEV,TARGET,673
R5_CURRENT,15226,2026-08-12 07:53:06.900,-1,EMA24,DEV,TARGET,381
R5_CURRENT,15240,2026-08-12 07:56:17.312,-1,EMA24,DEV,TARGET,765
R5_CURRENT,15248,2026-08-12 07:58:42.032,-1,EMA50,DEV,TARGET,18378
R5_CURRENT,15513,2026-08-12 11:36:03.720,1,PIN7,DEV,TARGET,8273
R5_CURRENT,15514,2026-08-12 11:40:25.116,1,PIN7,DEV,TARGET,2264
R5_CURRENT,15518,2026-08-12 11:48:22.108,1,EMA8,DEV,TARGET,4075
R5_CURRENT,15548,2026-08-12 12:42:11.932,-1,PIN7,DEV,TARGET,895
R5_CURRENT,15553,2026-08-12 12:45:32.068,-1,EMA24+EMA50,DEV,TARGET,1516
R5_CURRENT,15567,2026-08-12 12:54:35.500,-1,PIN7,DEV,TARGET,5064
R5_CURRENT,15570,2026-08-12 12:54:50.036,-1,EMA8,DEV,TARGET,1388
R5_CURRENT,15573,2026-08-12 12:55:17.252,-1,PIN7,DEV,STOP,12998
R5_CURRENT,16005,2026-08-13 06:32:49.272,1,EMA50,DEV,TARGET,1916
R5_CURRENT,16016,2026-08-13 06:34:21.652,1,EMA8,DEV,TARGET,1079
R5_CURRENT,16026,2026-08-13 06:35:48.232,1,PIN7,DEV,TARGET,6765
R5_CURRENT,16030,2026-08-13 06:36:43.512,1,PIN7,DEV,TARGET,2348
R5_CURRENT,16037,2026-08-13 06:39:21.008,1,EMA8,DEV,TARGET,1580
R5_CURRENT,16040,2026-08-13 06:39:57.076,1,PIN7,DEV,STOP,10757
R5_CURRENT,16104,2026-08-13 07:01:09.296,1,PIN,DEV,TARGET,8785
R5_CURRENT,16111,2026-08-13 07:04:44.408,1,EMA8,DEV,TARGET,1305
R5_CURRENT,16122,2026-08-13 07:08:55.156,1,EMA24,DEV,TARGET,841
R5_CURRENT,16127,2026-08-13 07:12:43.788,1,PIN7,DEV,STOP,19609
R5_CURRENT,16132,2026-08-13 07:15:52.120,1,EMA8,DEV,STOP,3444
R5_CURRENT,16156,2026-08-13 07:25:26.124,1,EMA8,DEV,TARGET,16100
R5_CURRENT,16159,2026-08-13 07:27:01.668,1,EMA8,DEV,TARGET,8148
R5_CURRENT,16173,2026-08-13 07:35:26.280,1,EMA8,DEV,TARGET,533
R5_CURRENT,16195,2026-08-13 07:47:27.768,-1,EMA8,DEV,TARGET,290
R5_CURRENT,16200,2026-08-13 07:49:10.108,-1,PIN,DEV,TARGET,152
R5_CURRENT,16202,2026-08-13 07:49:21.080,-1,PIN,DEV,STOP,8040
R5_CURRENT,16206,2026-08-13 07:50:03.240,-1,EMA8,DEV,STOP,4209
R5_CURRENT,16233,2026-08-13 07:58:27.352,-1,EMA50,DEV,STOP,18640
R5_CURRENT,16549,2026-08-13 11:35:43.984,1,PIN7,DEV,TARGET,7208
R5_CURRENT,16556,2026-08-13 11:50:33.608,1,PIN7,DEV,TARGET,7595
R5_CURRENT,16561,2026-08-13 12:00:25.748,1,EMA8,DEV,TARGET,3307
R5_CURRENT,16564,2026-08-13 12:05:25.360,1,EMA8,DEV,TARGET,853
R5_CURRENT,16567,2026-08-13 12:07:08.992,1,PIN7,DEV,TARGET,3566
R5_CURRENT,16568,2026-08-13 12:08:40.384,1,PIN7,DEV,TARGET,2173
R5_CURRENT,16577,2026-08-13 12:17:46.332,1,EMA24,DEV,TARGET,2590
R5_CURRENT,16581,2026-08-13 12:22:47.596,1,PIN7,DEV,STOP,7723
R5_CURRENT,16582,2026-08-13 12:25:08.080,1,PIN7,DEV,STOP,2208
R5_CURRENT,16585,2026-08-13 12:27:53.456,1,EMA24,DEV,TARGET,8599
R5_CURRENT,16615,2026-08-13 12:54:40.028,-1,EMA50,DEV,TARGET,2127
R5_CURRENT,16885,2026-08-14 06:31:24.252,-1,EMA8,DEV,TARGET,3145
R5_CURRENT,16914,2026-08-14 06:40:04.108,-1,EMA24,DEV,STOP,18855
R5_CURRENT,16999,2026-08-14 07:09:12.716,1,EMA8,DEV,STOP,14110
R5_CURRENT,17002,2026-08-14 07:10:06.516,1,EMA24,DEV,STOP,9982
R5_CURRENT,17041,2026-08-14 07:23:01.072,-1,EMA8,DEV,TARGET,17800
R5_CURRENT,17046,2026-08-14 07:24:38.732,-1,EMA8,DEV,TARGET,16116
R5_CURRENT,17053,2026-08-14 07:26:40.256,-1,EMA8,DEV,TARGET,1983
R5_CURRENT,17055,2026-08-14 07:27:23.612,-1,EMA8,DEV,TARGET,7941
R5_CURRENT,17063,2026-08-14 07:30:14.040,-1,EMA24,DEV,TARGET,1061
R5_CURRENT,17066,2026-08-14 07:30:44.692,-1,PIN7,DEV,TARGET,3558
R5_CURRENT,17067,2026-08-14 07:30:57.944,-1,PIN7,DEV,TARGET,1684
R5_CURRENT,17069,2026-08-14 07:31:38.368,-1,EMA8,DEV,TARGET,8782
R5_CURRENT,17071,2026-08-14 07:32:19.432,-1,EMA8,DEV,TARGET,3073
R5_CURRENT,17075,2026-08-14 07:33:20.016,-1,EMA8,DEV,STOP,24851
R5_CURRENT,17078,2026-08-14 07:34:58.808,-1,EMA8,DEV,STOP,11969
R5_CURRENT,17326,2026-08-14 11:10:46.004,1,PIN7,DEV,TARGET,4671
R5_CURRENT,17344,2026-08-14 11:43:01.040,1,PIN7,DEV,TARGET,10538
R5_CURRENT,17728,2026-08-17 06:32:50.512,-1,PIN7,DEV,TARGET,4387
R5_CURRENT,17729,2026-08-17 06:33:01.284,-1,PIN7,DEV,STOP,9892
R5_CURRENT,17735,2026-08-17 06:34:11.060,-1,PIN7,DEV,TARGET,5031
R5_CURRENT,17748,2026-08-17 06:36:21.240,-1,EMA24,DEV,TARGET,15198
R5_CURRENT,17750,2026-08-17 06:37:30.608,-1,EMA24,DEV,TARGET,3343
R5_CURRENT,17823,2026-08-17 07:00:14.276,-1,EMA8,DEV,TARGET,938
R5_CURRENT,17840,2026-08-17 07:03:12.332,-1,PIN7,DEV,STOP,4568
R5_CURRENT,17844,2026-08-17 07:04:25.032,-1,EMA50,DEV,TARGET,10346
R5_CURRENT,17881,2026-08-17 07:22:17.260,-1,PIN7,DEV,NONE,36712
R5_CURRENT,17908,2026-08-17 07:37:05.388,-1,PIN7,DEV,TARGET,2588
R5_CURRENT,17910,2026-08-17 07:38:39.176,-1,PIN7,DEV,STOP,14503
R5_CURRENT,18122,2026-08-17 11:09:00.236,-1,EMA50,DEV,TARGET,1223
R5_CURRENT,18174,2026-08-17 12:20:05.068,-1,EMA50,DEV,TARGET,7864
R5_CURRENT,18181,2026-08-17 12:32:01.096,-1,PIN7,DEV,TARGET,4021
R5_CURRENT,18182,2026-08-17 12:32:50.860,-1,PIN7,DEV,TARGET,604
R5_CURRENT,18190,2026-08-17 12:40:13.856,-1,EMA24,DEV,TARGET,3204
R5_CURRENT,18202,2026-08-17 12:52:51.016,-1,PIN7,DEV,TARGET,1739
R5_CURRENT,18220,2026-08-17 12:59:40.664,-1,EMA50,DEV,TARGET,1958
R5_CURRENT,18978,2026-08-18 06:31:32.724,1,EMA8,DEV,TARGET,414
R5_CURRENT,19003,2026-08-18 06:33:04.772,-1,PIN7,DEV,TARGET,5989
R5_CURRENT,19011,2026-08-18 06:33:28.284,-1,PIN7,DEV,STOP,6385
R5_CURRENT,19013,2026-08-18 06:33:37.880,-1,EMA8,DEV,TARGET,9022
R5_CURRENT,19017,2026-08-18 06:33:58.012,-1,EMA8,DEV,TARGET,1652
R5_CURRENT,19023,2026-08-18 06:34:25.540,-1,EMA24,DEV,STOP,9457
R5_CURRENT,19027,2026-08-18 06:34:45.356,-1,EMA50,DEV,STOP,3145
R5_CURRENT,19048,2026-08-18 06:36:07.436,1,EMA50,DEV,TARGET,5302
R5_CURRENT,19050,2026-08-18 06:36:10.676,1,EMA50,DEV,TARGET,3774
R5_CURRENT,19088,2026-08-18 06:39:35.528,1,EMA24,DEV,TARGET,689
R5_CURRENT,19100,2026-08-18 06:40:57.548,1,EMA8,DEV,TARGET,10555
R5_CURRENT,19251,2026-08-18 07:02:20.880,1,PIN7,DEV,TARGET,1979
R5_CURRENT,19280,2026-08-18 07:07:45.552,1,PIN7,DEV,TARGET,142
R5_CURRENT,19286,2026-08-18 07:08:55.048,1,EMA24,DEV,STOP,6918
R5_CURRENT,19288,2026-08-18 07:09:25.308,1,EMA50,DEV,STOP,1911
R5_CURRENT,19302,2026-08-18 07:11:35.256,-1,PIN,DEV,TARGET,3731
R5_CURRENT,19308,2026-08-18 07:12:24.392,-1,EMA8,DEV,STOP,3780
R5_CURRENT,19318,2026-08-18 07:14:11.564,-1,EMA24,DEV,STOP,8433
R5_CURRENT,19335,2026-08-18 07:16:40.876,1,EMA8,DEV,TARGET,4142
R5_CURRENT,19348,2026-08-18 07:18:37.696,1,PIN7,DEV,TARGET,1155
R5_CURRENT,19349,2026-08-18 07:18:42.392,1,PIN7,DEV,TARGET,2927
R5_CURRENT,19380,2026-08-18 07:25:00.228,1,EMA8,DEV,TARGET,7825
R5_CURRENT,19382,2026-08-18 07:25:15.764,1,EMA8,DEV,TARGET,4025
R5_CURRENT,19389,2026-08-18 07:26:38.012,1,EMA24,DEV,TARGET,516
R5_CURRENT,19396,2026-08-18 07:27:53.628,1,EMA50,DEV,TARGET,889
R5_CURRENT,19416,2026-08-18 07:31:38.556,1,EMA24,DEV,TARGET,9399
R5_CURRENT,19484,2026-08-18 07:50:09.792,-1,EMA50,DEV,TARGET,1131
R5_CURRENT,19499,2026-08-18 07:53:22.356,-1,PIN7,DEV,TARGET,115
R5_CURRENT,19501,2026-08-18 07:53:24.428,-1,PIN7,DEV,TARGET,1
R5_CURRENT,19510,2026-08-18 07:54:06.944,-1,EMA8,DEV,TARGET,6117
R5_CURRENT,19524,2026-08-18 07:57:23.440,-1,EMA24,DEV,TARGET,951
R5_CURRENT,19832,2026-08-18 11:05:24.816,-1,EMA8,DEV,TARGET,1981
R5_CURRENT,19878,2026-08-18 11:54:47.008,-1,PIN7,DEV,TARGET,1255
R5_CURRENT,19883,2026-08-18 12:00:01.880,-1,PIN7,DEV,STOP,20392
R5_CURRENT,19929,2026-08-18 12:56:14.180,-1,EMA8,DEV,TARGET,5008
R5_CURRENT,19931,2026-08-18 12:57:11.036,-1,EMA8,DEV,TARGET,5105
R5_CURRENT,20715,2026-08-19 06:31:07.624,-1,EMA50,DEV,TARGET,18835
R5_CURRENT,20719,2026-08-19 06:31:21.180,-1,EMA50,DEV,TARGET,13913
R5_CURRENT,20721,2026-08-19 06:31:25.820,-1,EMA50,DEV,TARGET,12040
R5_CURRENT,20747,2026-08-19 06:33:40.184,-1,EMA8,DEV,TARGET,1681
R5_CURRENT,20805,2026-08-19 06:40:27.852,-1,EMA8,DEV,TARGET,570
R5_CURRENT,20808,2026-08-19 06:40:56.512,-1,EMA8,DEV,STOP,3820
R5_CURRENT,20812,2026-08-19 06:41:19.264,-1,EMA24,DEV,TARGET,10946
R5_CURRENT,20836,2026-08-19 06:44:39.044,1,EMA8,DEV,TARGET,10707
R5_CURRENT,21042,2026-08-19 07:03:58.088,-1,PIN7,DEV,STOP,5948
R5_CURRENT,21095,2026-08-19 07:11:11.092,-1,PIN7,DEV,TARGET,4046
R5_CURRENT,21099,2026-08-19 07:12:07.208,-1,PIN7,DEV,STOP,13105
R5_CURRENT,21101,2026-08-19 07:12:18.104,-1,EMA8,DEV,TARGET,1959
R5_CURRENT,21103,2026-08-19 07:12:23.824,-1,EMA8,DEV,TARGET,714
R5_CURRENT,21110,2026-08-19 07:13:12.024,-1,EMA50,DEV,TARGET,987
R5_CURRENT,21143,2026-08-19 07:17:23.944,1,EMA8,DEV,TARGET,9932
R5_CURRENT,21161,2026-08-19 07:19:44.832,1,EMA24,DEV,STOP,6790
R5_CURRENT,21165,2026-08-19 07:20:09.140,1,EMA50,DEV,TARGET,1219
R5_CURRENT,21206,2026-08-19 07:26:29.780,-1,EMA24,DEV,TARGET,2728
R5_CURRENT,21225,2026-08-19 07:30:24.964,1,EMA8,DEV,TARGET,1020
R5_CURRENT,21228,2026-08-19 07:30:58.048,1,EMA8,DEV,TARGET,1251
R5_CURRENT,21232,2026-08-19 07:31:33.448,1,EMA8,DEV,TARGET,1838
R5_CURRENT,21237,2026-08-19 07:32:54.000,1,EMA8,DEV,TARGET,5273
R5_CURRENT,21239,2026-08-19 07:33:26.236,1,EMA8,DEV,TARGET,2709
R5_CURRENT,21245,2026-08-19 07:34:57.468,1,EMA24,DEV,TARGET,4205
R5_CURRENT,21252,2026-08-19 07:36:54.752,1,EMA8,DEV,TARGET,2394
R5_CURRENT,21255,2026-08-19 07:37:32.544,1,PIN,DEV,TARGET,3900
R5_CURRENT,21256,2026-08-19 07:38:00.032,1,PIN7,DEV,TARGET,627
R5_CURRENT,21274,2026-08-19 07:43:46.760,1,EMA8,DEV,TARGET,15899
R5_CURRENT,21308,2026-08-19 07:56:09.676,1,PIN7,DEV,TARGET,501
R5_CURRENT,21309,2026-08-19 07:56:12.928,1,PIN7,DEV,TARGET,1072
R5_CURRENT,21311,2026-08-19 07:56:46.280,1,PIN,DEV,TARGET,12773
R5_CURRENT,21700,2026-08-19 11:01:15.076,1,PIN7,DEV,TARGET,298
R5_CURRENT,21716,2026-08-19 11:05:12.540,1,EMA24,DEV,TARGET,696
R5_CURRENT,21734,2026-08-19 11:08:32.724,-1,PIN7,DEV,STOP,21822
R5_CURRENT,21737,2026-08-19 11:09:12.024,-1,EMA8,DEV,TARGET,1078
R5_CURRENT,21739,2026-08-19 11:09:47.120,-1,EMA8,DEV,STOP,12004
R5_CURRENT,21741,2026-08-19 11:10:30.596,-1,EMA8,DEV,STOP,6456
R5_CURRENT,21743,2026-08-19 11:11:16.744,-1,EMA8,DEV,STOP,2320
R5_CURRENT,21791,2026-08-19 11:34:12.500,1,EMA8,DEV,TARGET,1195
R5_CURRENT,21795,2026-08-19 11:35:52.824,1,EMA8,DEV,TARGET,25390
R5_CURRENT,21837,2026-08-19 12:09:37.936,1,PIN7,DEV,STOP,16169
R5_CURRENT,21882,2026-08-19 12:40:34.820,-1,EMA8,DEV,TARGET,1943
R5_CURRENT,21893,2026-08-19 12:45:43.884,-1,EMA8,DEV,TARGET,1092
R5_CURRENT,21905,2026-08-19 12:48:30.592,-1,EMA24,DEV,TARGET,813
R5_CURRENT,21908,2026-08-19 12:50:00.024,-1,EMA8,DEV,TARGET,1898
R5_CURRENT,21920,2026-08-19 12:52:00.224,-1,EMA8,DEV,TARGET,1351
R5_CURRENT,21958,2026-08-19 12:59:57.512,1,PIN7,DEV,TARGET,3518
R5_CURRENT,22989,2026-08-20 06:31:16.112,1,PIN7,DEV,TARGET,201
R5_CURRENT,23000,2026-08-20 06:32:55.440,1,EMA24,DEV,TARGET,272
R5_CURRENT,23015,2026-08-20 06:34:23.120,1,EMA8,DEV,TARGET,3440
R5_CURRENT,23017,2026-08-20 06:34:37.024,1,EMA8,DEV,TARGET,60
R5_CURRENT,23024,2026-08-20 06:35:15.608,1,EMA24,DEV,TARGET,1
R5_CURRENT,23033,2026-08-20 06:35:29.792,1,PIN7,DEV,TARGET,623
R5_CURRENT,23061,2026-08-20 06:39:36.900,1,PIN7,DEV,STOP,7626
R5_CURRENT,23079,2026-08-20 06:41:02.996,-1,EMA50,DEV,STOP,2372
R5_CURRENT,23096,2026-08-20 06:43:25.136,1,EMA8,DEV,TARGET,6850
R5_CURRENT,23098,2026-08-20 06:43:43.292,1,EMA8,DEV,TARGET,900
R5_CURRENT,23100,2026-08-20 06:44:03.852,1,PIN7,DEV,STOP,9021
R5_CURRENT,23102,2026-08-20 06:44:19.000,1,EMA8,DEV,STOP,5380
R5_CURRENT,23266,2026-08-20 07:03:58.616,-1,EMA24,DEV,TARGET,680
R5_CURRENT,23275,2026-08-20 07:05:05.376,-1,PIN7,DEV,TARGET,440
R5_CURRENT,23305,2026-08-20 07:08:35.256,-1,PIN7,DEV,STOP,2347
R5_CURRENT,23314,2026-08-20 07:09:51.876,1,PIN7,DEV,TARGET,5765
R5_CURRENT,23315,2026-08-20 07:09:58.196,1,PIN7,DEV,STOP,15776
R5_CURRENT,23316,2026-08-20 07:10:07.588,1,PIN7,DEV,STOP,11759
R5_CURRENT,23318,2026-08-20 07:10:28.672,1,EMA8,DEV,STOP,5286
R5_CURRENT,23327,2026-08-20 07:11:27.004,1,EMA50,DEV,STOP,8359
R5_CURRENT,23366,2026-08-20 07:18:03.704,-1,EMA8,DEV,STOP,10586
R5_CURRENT,23398,2026-08-20 07:21:36.476,1,EMA8,DEV,STOP,5948
R5_CURRENT,23416,2026-08-20 07:23:44.936,1,PIN7,DEV,TARGET,2999
R5_CURRENT,23424,2026-08-20 07:24:51.928,1,EMA8,DEV,STOP,6925
R5_CURRENT,23430,2026-08-20 07:25:28.572,1,EMA24,DEV,TARGET,450
R5_CURRENT,23456,2026-08-20 07:29:16.044,-1,PIN7,DEV,STOP,5974
