bar,time,direction,body,tail,bar_distance8,close_depth,body_depth,core,strict,prime,segment,outcome
38464,2026-09-01 10:23:55.640,-1,1.0,4.0,-2.3529,2,1,False,False,False,HOLD,TARGET
38503,2026-09-01 10:31:59.016,1,2.0,3.0,2.4327,10,1,False,False,False,HOLD,STOP
38527,2026-09-01 10:42:49.456,1,2.0,3.0,-1.4726,0,0,False,False,False,HOLD,STOP
38563,2026-09-01 11:06:49.172,-1,1.0,4.0,0.9579,1,1,False,False,True,HOLD,STOP
38571,2026-09-01 11:13:00.136,-1,0.0,5.0,-2.9793,1,1,False,False,True,HOLD,TARGET
38573,2026-09-01 11:14:09.016,-1,2.0,3.0,1.5804,10,10,False,False,True,HOLD,STOP
38574,2026-09-01 11:15:17.068,-1,0.0,5.0,0.8959,10,10,False,False,True,HOLD,STOP
38597,2026-09-01 11:33:15.204,-1,1.0,4.0,0.1631,0,0,False,False,True,HOLD,TARGET
38599,2026-09-01 11:34:03.368,-1,2.0,3.0,3.4814,10,10,True,False,True,HOLD,TARGET
38600,2026-09-01 11:34:30.856,-1,2.0,3.0,3.93,10,10,True,False,True,HOLD,TARGET
38607,2026-09-01 11:39:10.020,-1,2.0,3.0,1.6588,10,1,False,False,True,HOLD,TARGET
38613,2026-09-01 11:42:52.120,-1,1.0,4.0,5.798,10,10,True,True,True,HOLD,TARGET
38617,2026-09-01 11:44:25.032,-1,1.0,4.0,4.9433,10,10,True,True,True,HOLD,TARGET
38681,2026-09-01 12:05:40.584,1,2.0,3.0,-1.8778,1,1,False,False,True,HOLD,TARGET
38701,2026-09-01 12:14:34.228,1,1.0,4.0,-0.7141,5,1,False,False,True,HOLD,TARGET
38705,2026-09-01 12:16:00.024,1,1.0,4.0,-0.0089,1,1,False,False,True,HOLD,STOP
38707,2026-09-01 12:17:24.136,1,1.0,4.0,-3.7955,0,0,False,False,True,HOLD,STOP
38776,2026-09-01 12:50:49.864,1,2.0,3.0,-2.3118,5,1,False,False,True,HOLD,STOP
38782,2026-09-01 12:53:00.052,-1,2.0,3.0,1.6222,10,10,False,False,True,HOLD,TARGET
38784,2026-09-01 12:53:40.044,-1,2.0,3.0,4.364,10,10,False,False,True,HOLD,STOP
38788,2026-09-01 12:54:40.036,-1,0.0,5.0,-1.0942,1,1,False,False,True,HOLD,STOP
38798,2026-09-01 12:56:19.160,-1,2.0,3.0,2.5813,10,8,False,False,True,HOLD,STOP
38800,2026-09-01 12:57:23.848,-1,1.0,4.0,-2.8336,0,0,False,False,True,HOLD,STOP
38817,2026-09-01 12:59:38.396,1,2.0,3.0,1.9387,10,1,False,False,True,HOLD,TARGET
38822,2026-09-01 12:59:54.676,1,2.0,3.0,1.5314,10,3,False,False,True,HOLD,TARGET
38826,2026-09-01 13:00:01.112,1,0.0,5.0,1.8722,10,10,False,False,False,HOLD,TARGET
38841,2026-09-01 13:05:00.456,1,1.0,4.0,-1.5629,5,5,False,False,False,HOLD,STOP
38856,2026-09-01 13:42:35.624,1,1.0,4.0,0.5465,3,3,False,False,False,HOLD,STOP
38864,2026-09-01 15:00:07.532,1,2.0,3.0,-2.2373,3,1,False,False,False,HOLD,STOP
38897,2026-09-01 16:31:34.836,1,2.0,3.0,-1.8815,1,1,False,False,False,HOLD,STOP
38898,2026-09-01 16:45:00.072,1,1.0,4.0,-1.0189,5,4,False,False,False,HOLD,STOP
38904,2026-09-01 17:01:26.336,1,0.0,5.0,-3.5096,1,1,False,False,False,HOLD,STOP
38926,2026-09-01 17:16:03.104,1,2.0,3.0,-2.5113,0,0,False,False,False,HOLD,TARGET
38931,2026-09-01 17:21:48.916,1,2.0,3.0,-2.5367,2,1,False,False,False,HOLD,TARGET
38932,2026-09-01 17:22:43.376,1,1.0,4.0,-1.5285,3,3,False,False,False,HOLD,TARGET
38940,2026-09-01 17:23:03.316,1,2.0,3.0,-2.5227,0,0,False,False,False,HOLD,STOP
38941,2026-09-01 17:23:12.704,1,0.0,5.0,-2.2954,1,1,False,False,False,HOLD,STOP
38958,2026-09-01 17:36:57.416,-1,2.0,3.0,-2.9722,0,0,False,False,False,HOLD,TARGET
38961,2026-09-01 17:40:16.516,-1,2.0,3.0,-1.3093,3,1,False,False,False,HOLD,TARGET
38981,2026-09-01 18:05:57.444,-1,2.0,3.0,-2.2891,2,1,False,False,False,HOLD,TARGET
38985,2026-09-01 18:13:08.904,-1,2.0,3.0,1.0588,10,1,False,False,False,HOLD,TARGET
38987,2026-09-01 18:13:46.708,-1,0.0,5.0,-1.5076,0,0,False,False,False,HOLD,STOP
39000,2026-09-01 18:30:13.180,-1,0.0,5.0,-2.4954,4,4,False,False,False,HOLD,TARGET
39007,2026-09-01 18:41:24.484,-1,1.0,4.0,3.1716,10,10,False,False,False,HOLD,TARGET
39011,2026-09-01 18:47:10.516,-1,0.0,5.0,0.6651,10,10,False,False,False,HOLD,TARGET
39017,2026-09-01 18:53:40.572,-1,2.0,3.0,-0.1956,0,0,False,False,False,HOLD,STOP
39049,2026-09-01 20:01:25.064,1,2.0,3.0,-0.8433,2,1,False,False,False,HOLD,STOP
39063,2026-09-01 20:37:18.912,-1,2.0,3.0,-0.5305,0,0,False,False,False,HOLD,TARGET
39070,2026-09-01 21:09:29.396,-1,1.0,4.0,0.8443,1,1,False,False,False,HOLD,TARGET
39080,2026-09-01 21:40:44.032,-1,1.0,4.0,-2.6113,1,1,False,False,False,HOLD,TARGET
39089,2026-09-01 22:06:45.020,-1,0.0,5.0,-0.1393,10,10,False,False,False,HOLD,STOP
39099,2026-09-01 22:28:56.096,1,2.0,3.0,2.1562,10,2,False,False,False,HOLD,TARGET
39103,2026-09-01 22:33:57.072,1,2.0,3.0,-0.2068,0,0,False,False,False,HOLD,STOP
39129,2026-09-01 23:14:47.336,-1,0.0,5.0,-3.6544,1,1,False,False,False,HOLD,TARGET
39130,2026-09-01 23:16:09.904,-1,1.0,4.0,-2.3979,2,2,False,False,False,HOLD,TARGET
39139,2026-09-01 23:29:30.440,-1,0.0,5.0,-1.6494,4,4,False,False,False,HOLD,TARGET
39142,2026-09-01 23:33:35.856,-1,2.0,3.0,-1.3686,0,0,False,False,False,HOLD,STOP
39167,2026-09-01 23:59:26.556,1,2.0,3.0,0.1435,8,8,False,False,False,HOLD,TARGET
39170,2026-09-02 00:00:37.708,1,2.0,3.0,0.4928,1,1,False,False,False,HOLD,TARGET
39171,2026-09-02 00:00:48.204,1,2.0,3.0,1.6055,10,10,False,False,False,HOLD,TARGET
39177,2026-09-02 00:06:20.364,1,1.0,4.0,1.4707,1,1,False,False,False,HOLD,TARGET
39187,2026-09-02 00:19:17.356,1,2.0,3.0,-0.9058,5,4,False,False,False,HOLD,STOP
39221,2026-09-02 00:52:40.936,-1,2.0,3.0,0.8995,10,1,False,False,False,HOLD,TARGET
39228,2026-09-02 00:59:44.532,-1,1.0,4.0,-3.9737,3,1,False,False,False,HOLD,TARGET
39233,2026-09-02 01:01:39.228,-1,2.0,3.0,-2.8464,0,0,False,False,False,HOLD,STOP
39253,2026-09-02 01:10:43.300,1,2.0,3.0,-1.9419,1,1,False,False,False,HOLD,STOP
39266,2026-09-02 01:21:37.488,-1,1.0,4.0,3.6641,10,10,False,False,False,HOLD,STOP
39270,2026-09-02 01:25:55.996,-1,2.0,3.0,-0.6611,2,1,False,False,False,HOLD,STOP
39274,2026-09-02 01:29:01.504,-1,2.0,3.0,-2.0049,2,1,False,False,False,HOLD,STOP
39293,2026-09-02 01:46:11.376,-1,1.0,4.0,1.9519,10,10,False,False,False,HOLD,TARGET
39294,2026-09-02 01:47:39.448,-1,2.0,3.0,2.7404,10,10,False,False,False,HOLD,TARGET
39296,2026-09-02 01:51:05.384,-1,0.0,5.0,2.88,10,10,False,False,False,HOLD,TARGET
39297,2026-09-02 01:51:30.748,-1,2.0,3.0,3.4622,10,10,True,False,False,HOLD,TARGET
39299,2026-09-02 01:52:25.828,-1,2.0,3.0,5.4771,10,10,True,True,False,HOLD,TARGET
39301,2026-09-02 01:53:37.864,-1,2.0,3.0,6.0911,10,10,True,True,False,HOLD,TARGET
39348,2026-09-02 02:23:19.000,-1,2.0,3.0,0.809,5,5,False,False,False,HOLD,TARGET
39356,2026-09-02 02:33:06.372,-1,2.0,3.0,2.0226,10,6,False,False,False,HOLD,TARGET
39364,2026-09-02 02:44:20.828,-1,1.0,4.0,-2.4694,2,1,False,False,False,HOLD,STOP
39378,2026-09-02 03:02:47.412,-1,2.0,3.0,0.4518,10,6,False,False,False,HOLD,TARGET
39379,2026-09-02 03:03:14.672,-1,2.0,3.0,1.5737,10,10,False,False,False,HOLD,STOP
39380,2026-09-02 03:06:45.212,-1,2.0,3.0,2.4462,10,10,False,False,False,HOLD,STOP
39403,2026-09-02 03:51:14.628,-1,1.0,4.0,-2.4102,0,0,False,False,False,HOLD,TARGET
39413,2026-09-02 04:01:15.428,-1,2.0,3.0,3.2275,10,10,False,False,False,HOLD,TARGET
39417,2026-09-02 04:06:23.232,-1,2.0,3.0,0.5512,0,0,False,False,False,HOLD,STOP
39432,2026-09-02 04:10:55.548,1,2.0,3.0,-0.9736,1,1,False,False,False,HOLD,TARGET
39435,2026-09-02 04:12:55.108,1,2.0,3.0,0.4377,1,1,False,False,False,HOLD,TARGET
39438,2026-09-02 04:14:36.040,1,2.0,3.0,0.7656,10,1,False,False,False,HOLD,TARGET
39449,2026-09-02 04:15:35.664,1,1.0,4.0,-3.2574,1,1,False,False,False,HOLD,TARGET
39463,2026-09-02 04:23:53.440,1,2.0,3.0,-1.4854,1,1,False,False,False,HOLD,TARGET
39465,2026-09-02 04:27:02.792,1,0.0,5.0,1.5335,10,10,False,False,False,HOLD,TARGET
39469,2026-09-02 04:30:39.396,1,1.0,4.0,-0.6075,0,0,False,False,False,HOLD,TARGET
39471,2026-09-02 04:32:36.092,1,1.0,4.0,-3.5527,0,0,False,False,False,HOLD,TARGET
39475,2026-09-02 04:34:47.688,1,0.0,5.0,2.9095,10,10,False,False,False,HOLD,TARGET
39506,2026-09-02 05:04:29.748,1,0.0,5.0,-0.3387,1,1,False,False,False,HOLD,TARGET
39511,2026-09-02 05:06:45.096,1,1.0,4.0,4.0263,10,10,True,True,False,HOLD,STOP
39524,2026-09-02 05:13:44.300,1,1.0,4.0,0.4893,9,9,False,False,False,HOLD,TARGET
39555,2026-09-02 05:21:08.340,1,1.0,4.0,-0.723,1,1,False,False,False,HOLD,TARGET
39559,2026-09-02 05:21:20.320,1,2.0,3.0,-2.7168,0,0,False,False,False,HOLD,TARGET
39587,2026-09-02 05:34:01.516,-1,1.0,4.0,3.4399,10,10,False,False,False,HOLD,TARGET
39596,2026-09-02 05:47:01.692,-1,1.0,4.0,0.9145,10,3,False,False,False,HOLD,TARGET
39604,2026-09-02 05:56:13.040,-1,1.0,4.0,2.6582,10,1,True,False,False,HOLD,STOP
39618,2026-09-02 06:13:32.456,-1,1.0,4.0,-3.8693,5,1,False,False,False,HOLD,STOP
39663,2026-09-02 06:31:12.184,-1,2.0,3.0,-2.5307,1,1,False,False,True,HOLD,STOP
39727,2026-09-02 06:40:24.652,1,1.0,4.0,-2.2706,0,0,False,False,True,HOLD,TARGET
39731,2026-09-02 06:41:11.004,1,1.0,4.0,-1.9997,0,0,False,False,True,HOLD,TARGET
39735,2026-09-02 06:41:28.944,1,0.0,5.0,-0.8613,4,4,False,False,True,HOLD,NONE
39740,2026-09-02 06:42:24.024,1,0.0,5.0,-2.3439,1,1,False,False,True,HOLD,STOP
39766,2026-09-02 06:46:36.980,-1,2.0,3.0,0.3396,4,3,False,False,False,HOLD,STOP
39810,2026-09-02 06:57:26.124,1,2.0,3.0,2.8459,10,10,False,False,False,HOLD,STOP
39820,2026-09-02 07:00:13.616,1,2.0,3.0,0.6831,0,0,False,False,True,HOLD,TARGET
39823,2026-09-02 07:00:39.992,1,1.0,4.0,-0.7129,0,0,False,False,True,HOLD,TARGET
39824,2026-09-02 07:00:59.472,1,2.0,3.0,0.6677,1,1,False,False,True,HOLD,TARGET
39826,2026-09-02 07:01:09.408,1,2.0,3.0,4.3916,10,10,True,True,True,HOLD,TARGET
39827,2026-09-02 07:01:15.160,1,1.0,4.0,3.8601,10,10,True,False,True,HOLD,TARGET
39832,2026-09-02 07:02:16.096,1,0.0,5.0,-3.2294,0,0,False,False,True,HOLD,STOP
39844,2026-09-02 07:04:11.080,1,1.0,4.0,-1.3616,1,1,False,False,True,HOLD,TARGET
39845,2026-09-02 07:04:14.336,1,2.0,3.0,0.1632,10,2,False,False,True,HOLD,TARGET
39860,2026-09-02 07:09:01.324,1,2.0,3.0,-2.3779,0,0,False,False,True,HOLD,STOP
39888,2026-09-02 07:16:59.008,1,1.0,4.0,1.6636,10,3,False,False,True,HOLD,TARGET
39889,2026-09-02 07:17:19.568,1,1.0,4.0,1.7384,10,10,True,False,True,HOLD,TARGET
39898,2026-09-02 07:20:27.120,1,2.0,3.0,1.5585,0,0,False,False,True,HOLD,TARGET
39902,2026-09-02 07:21:37.324,1,2.0,3.0,3.4377,10,10,True,False,True,HOLD,TARGET
39928,2026-09-02 07:31:58.932,1,1.0,4.0,-3.1729,3,3,False,False,True,HOLD,STOP
39939,2026-09-02 07:35:13.772,1,2.0,3.0,5.6274,10,10,True,True,True,HOLD,TARGET
39940,2026-09-02 07:35:35.976,1,0.0,5.0,4.0435,10,10,False,False,True,HOLD,STOP
39942,2026-09-02 07:36:20.628,1,1.0,4.0,-1.949,0,0,False,False,True,HOLD,TARGET
39952,2026-09-02 07:40:21.972,1,1.0,4.0,2.2562,10,10,True,False,True,HOLD,TARGET
39963,2026-09-02 07:44:26.996,1,1.0,4.0,2.8021,10,10,True,False,True,HOLD,STOP
39991,2026-09-02 07:56:15.260,-1,1.0,4.0,-2.0765,2,1,False,False,True,HOLD,TARGET
39999,2026-09-02 07:58:32.536,-1,0.0,5.0,-4.4933,1,1,False,False,True,HOLD,TARGET
40028,2026-09-02 08:07:41.952,-1,2.0,3.0,-1.5257,1,1,False,False,False,HOLD,TARGET
40033,2026-09-02 08:10:30.340,-1,2.0,3.0,-1.7749,1,1,False,False,False,HOLD,STOP
40045,2026-09-02 08:13:55.100,-1,2.0,3.0,1.2338,8,8,False,False,False,HOLD,STOP
40103,2026-09-02 08:47:46.008,-1,1.0,4.0,1.5851,0,0,False,False,False,HOLD,TARGET
40117,2026-09-02 08:54:39.932,-1,2.0,3.0,-2.3673,4,4,False,False,False,HOLD,TARGET
40118,2026-09-02 08:55:18.616,-1,1.0,4.0,-1.3968,5,5,False,False,False,HOLD,STOP
40119,2026-09-02 08:56:16.056,-1,1.0,4.0,-0.6419,7,6,False,False,False,HOLD,STOP
40133,2026-09-02 09:04:55.408,1,0.0,5.0,-2.3457,2,2,False,False,False,HOLD,NONE
40138,2026-09-02 09:07:09.532,1,1.0,4.0,-2.8782,1,1,False,False,False,HOLD,STOP
40162,2026-09-02 09:26:46.368,-1,2.0,3.0,2.7311,10,1,True,False,False,HOLD,TARGET
40163,2026-09-02 09:27:56.460,-1,2.0,3.0,3.3464,10,10,True,False,False,HOLD,TARGET
40164,2026-09-02 09:28:36.464,-1,1.0,4.0,3.0472,10,10,True,False,False,HOLD,TARGET
40165,2026-09-02 09:29:46.700,-1,2.0,3.0,3.5923,10,10,True,False,False,HOLD,STOP
40174,2026-09-02 09:33:56.504,-1,2.0,3.0,-2.4827,4,3,False,False,False,HOLD,STOP
40182,2026-09-02 09:40:05.132,-1,1.0,4.0,-2.8876,2,2,False,False,False,HOLD,TARGET
40184,2026-09-02 09:41:42.832,-1,0.0,5.0,0.0804,10,10,False,False,False,HOLD,TARGET
40185,2026-09-02 09:42:55.632,-1,1.0,4.0,0.5069,10,10,False,False,False,HOLD,TARGET
40190,2026-09-02 09:47:27.232,-1,2.0,3.0,-1.4917,2,1,False,False,False,HOLD,STOP
40231,2026-09-02 10:17:43.576,-1,2.0,3.0,-1.9683,1,1,False,False,False,HOLD,TARGET
40234,2026-09-02 10:21:15.384,-1,0.0,5.0,2.5815,10,10,False,False,False,HOLD,STOP
40258,2026-09-02 10:41:08.676,-1,0.0,5.0,-2.706,1,1,False,False,False,HOLD,STOP
40275,2026-09-02 10:48:02.284,1,1.0,4.0,0.5449,1,1,False,False,False,HOLD,STOP
40290,2026-09-02 10:56:51.632,1,2.0,3.0,-0.674,4,4,False,False,False,HOLD,TARGET
40303,2026-09-02 11:05:28.732,1,2.0,3.0,4.4267,10,10,False,False,True,HOLD,STOP
40316,2026-09-02 11:18:46.612,1,0.0,5.0,4.6392,10,10,False,False,True,HOLD,TARGET
40321,2026-09-02 11:18:50.012,1,2.0,3.0,2.6577,1,1,True,False,True,HOLD,TARGET
40352,2026-09-02 11:39:51.116,-1,2.0,3.0,5.3064,10,10,False,False,True,HOLD,TARGET
40397,2026-09-02 12:29:11.244,1,0.0,5.0,-0.6051,10,10,False,False,True,HOLD,STOP
40401,2026-09-02 12:33:20.980,1,1.0,4.0,-2.5008,2,1,False,False,True,HOLD,STOP
40416,2026-09-02 12:46:39.796,1,1.0,4.0,-2.4625,0,0,False,False,True,HOLD,STOP
40468,2026-09-02 13:13:16.348,1,2.0,3.0,-2.0485,0,0,False,False,False,HOLD,STOP
40480,2026-09-02 13:15:12.360,-1,2.0,3.0,-1.2508,0,0,False,False,False,HOLD,TARGET
40483,2026-09-02 13:15:29.604,-1,1.0,4.0,-0.4705,1,1,False,False,False,HOLD,TARGET
40499,2026-09-02 13:21:29.496,-1,0.0,5.0,-3.6713,1,1,False,False,False,HOLD,STOP
40535,2026-09-02 15:23:19.312,1,2.0,3.0,3.6461,10,10,False,False,False,HOLD,STOP
40553,2026-09-02 16:47:16.140,1,2.0,3.0,4.0704,10,10,False,False,False,HOLD,STOP
40577,2026-09-02 17:32:12.140,-1,0.0,5.0,-0.9893,1,1,False,False,False,HOLD,STOP
40590,2026-09-02 18:11:08.536,-1,1.0,4.0,-1.7826,5,5,False,False,False,HOLD,STOP
40602,2026-09-02 18:31:35.912,1,2.0,3.0,0.607,5,5,False,False,False,HOLD,TARGET
40616,2026-09-02 18:57:14.076,-1,2.0,3.0,1.4126,10,10,False,False,False,HOLD,TARGET
40617,2026-09-02 18:58:47.916,-1,2.0,3.0,2.3209,10,10,False,False,False,HOLD,TARGET
40632,2026-09-02 19:33:40.976,1,2.0,3.0,1.8854,10,3,False,False,False,HOLD,STOP
40646,2026-09-02 20:26:17.032,1,2.0,3.0,-1.5227,0,0,False,False,False,HOLD,TARGET
40649,2026-09-02 20:32:53.444,1,1.0,4.0,-0.8001,3,1,False,False,False,HOLD,TARGET
40657,2026-09-02 21:08:36.284,1,0.0,5.0,-2.0926,1,1,False,False,False,HOLD,STOP
40676,2026-09-02 22:13:31.100,-1,0.0,5.0,3.8053,1,1,False,False,False,HOLD,TARGET
40677,2026-09-02 22:14:09.420,-1,0.0,5.0,2.6263,10,10,False,False,False,HOLD,TARGET
40680,2026-09-02 22:16:34.036,-1,1.0,4.0,2.0931,10,1,True,False,False,HOLD,TARGET
40681,2026-09-02 22:17:14.704,-1,2.0,3.0,2.8502,10,10,True,False,False,HOLD,TARGET
40682,2026-09-02 22:17:45.828,-1,1.0,4.0,2.6612,10,10,True,False,False,HOLD,TARGET
40688,2026-09-02 22:23:11.608,-1,2.0,3.0,7.9755,10,10,True,True,False,HOLD,TARGET
40735,2026-09-02 22:56:17.784,1,1.0,4.0,-0.4897,1,1,False,False,False,HOLD,TARGET
40738,2026-09-02 23:00:34.616,1,0.0,5.0,2.2017,10,10,False,False,False,HOLD,STOP
40785,2026-09-03 00:01:37.760,1,1.0,4.0,-1.509,0,0,False,False,False,HOLD,TARGET
40788,2026-09-03 00:02:45.736,1,1.0,4.0,-1.2642,3,1,False,False,False,HOLD,TARGET
40789,2026-09-03 00:03:05.112,1,2.0,3.0,0.239,4,4,False,False,False,HOLD,TARGET
40814,2026-09-03 00:16:30.292,1,2.0,3.0,-1.2714,1,1,False,False,False,HOLD,STOP
40818,2026-09-03 00:20:40.704,1,2.0,3.0,-1.8922,2,1,False,False,False,HOLD,STOP
40819,2026-09-03 00:23:59.588,1,0.0,5.0,-1.805,3,3,False,False,False,HOLD,STOP
40841,2026-09-03 00:38:58.036,1,2.0,3.0,-1.047,4,1,False,False,False,HOLD,TARGET
40863,2026-09-03 00:57:22.580,1,1.0,4.0,1.9653,1,1,False,False,False,HOLD,TARGET
40865,2026-09-03 01:00:08.488,1,2.0,3.0,-0.6136,0,0,False,False,False,HOLD,TARGET
40867,2026-09-03 01:00:56.028,1,1.0,4.0,2.8387,10,10,False,False,False,HOLD,TARGET
40883,2026-09-03 01:03:34.532,1,1.0,4.0,0.8408,2,1,False,False,False,HOLD,TARGET
40924,2026-09-03 01:07:14.836,1,2.0,3.0,-2.1766,0,0,False,False,False,HOLD,TARGET
40925,2026-09-03 01:07:30.420,1,1.0,4.0,-1.2485,1,1,False,False,False,HOLD,TARGET
40927,2026-09-03 01:07:52.072,1,1.0,4.0,1.2447,10,10,False,False,False,HOLD,STOP
40949,2026-09-03 01:16:00.116,-1,1.0,4.0,-2.3643,1,1,False,False,False,HOLD,TARGET
40978,2026-09-03 01:38:50.824,-1,0.0,5.0,-3.2512,1,1,False,False,False,HOLD,TARGET
41003,2026-09-03 02:21:38.004,-1,1.0,4.0,-0.9798,8,1,False,False,False,HOLD,TARGET
41022,2026-09-03 02:49:27.316,-1,2.0,3.0,3.0431,10,10,True,False,False,HOLD,TARGET
41034,2026-09-03 02:58:43.184,-1,2.0,3.0,3.561,10,10,True,False,False,HOLD,STOP
41046,2026-09-03 03:09:13.280,-1,2.0,3.0,-1.7324,4,1,False,False,False,HOLD,TARGET
41052,2026-09-03 03:14:32.748,-1,2.0,3.0,3.1487,10,10,True,False,False,HOLD,TARGET
41054,2026-09-03 03:16:52.624,-1,2.0,3.0,-1.7125,0,0,False,False,False,HOLD,TARGET
41058,2026-09-03 03:20:28.668,-1,1.0,4.0,-2.0995,1,1,False,False,False,HOLD,TARGET
41059,2026-09-03 03:23:27.752,-1,2.0,3.0,-0.4107,5,3,False,False,False,HOLD,TARGET
41060,2026-09-03 03:24:59.412,-1,1.0,4.0,0.125,10,10,False,False,False,HOLD,STOP
41063,2026-09-03 03:29:12.732,-1,2.0,3.0,0.2824,10,1,False,False,False,HOLD,STOP
41069,2026-09-03 03:37:35.708,-1,1.0,4.0,-1.1698,4,4,False,False,False,HOLD,TARGET
41077,2026-09-03 03:48:35.916,-1,0.0,5.0,-2.6455,4,4,False,False,False,HOLD,TARGET
41106,2026-09-03 04:09:15.056,1,1.0,4.0,0.3376,0,0,False,False,False,HOLD,TARGET
41114,2026-09-03 04:18:27.108,1,0.0,5.0,0.4066,1,1,False,False,False,HOLD,TARGET
41141,2026-09-03 04:31:17.780,-1,1.0,4.0,3.3718,10,10,False,False,False,HOLD,TARGET
41225,2026-09-03 05:24:47.084,1,2.0,3.0,4.6126,10,10,False,False,False,HOLD,TARGET
41227,2026-09-03 05:26:01.784,1,2.0,3.0,-0.8269,0,0,False,False,False,HOLD,TARGET
41234,2026-09-03 05:30:01.096,1,2.0,3.0,3.5796,10,10,False,False,False,HOLD,TARGET
41243,2026-09-03 05:30:01.476,1,2.0,3.0,1.2728,0,0,False,False,False,HOLD,TARGET
41249,2026-09-03 05:30:02.700,1,2.0,3.0,-1.4627,4,1,False,False,False,HOLD,TARGET
41252,2026-09-03 05:30:02.980,1,2.0,3.0,-0.599,7,1,False,False,False,HOLD,TARGET
41255,2026-09-03 05:30:04.012,1,0.0,5.0,2.7552,10,10,False,False,False,HOLD,TARGET
41258,2026-09-03 05:30:04.164,1,1.0,4.0,5.7161,10,10,True,True,False,HOLD,STOP
41261,2026-09-03 05:30:04.620,1,2.0,3.0,-2.2721,0,0,False,False,False,HOLD,TARGET
41308,2026-09-03 05:30:18.228,-1,1.0,4.0,-2.102,0,0,False,False,False,HOLD,TARGET
41320,2026-09-03 05:30:41.276,-1,2.0,3.0,-1.3411,6,5,False,False,False,HOLD,STOP
41335,2026-09-03 05:31:19.712,1,0.0,5.0,-4.2238,2,2,False,False,False,HOLD,TARGET
41339,2026-09-03 05:31:45.460,1,2.0,3.0,-0.0151,7,7,False,False,False,HOLD,TARGET
41367,2026-09-03 05:41:11.428,-1,1.0,4.0,-3.8799,1,1,False,False,False,HOLD,TARGET
41368,2026-09-03 05:41:34.320,-1,0.0,5.0,-3.3511,3,3,False,False,False,HOLD,TARGET
41370,2026-09-03 05:42:35.168,-1,1.0,4.0,0.5778,10,10,False,False,False,HOLD,STOP
41387,2026-09-03 05:53:02.100,1,1.0,4.0,1.3271,10,1,False,False,False,HOLD,TARGET
41398,2026-09-03 05:56:45.228,1,1.0,4.0,-3.1698,0,0,False,False,False,HOLD,TARGET
41399,2026-09-03 05:57:12.328,1,2.0,3.0,-1.2432,1,1,False,False,False,HOLD,TARGET
41401,2026-09-03 05:57:49.436,1,1.0,4.0,1.2479,10,4,False,False,False,HOLD,STOP
41436,2026-09-03 06:15:28.368,1,2.0,3.0,2.2173,0,0,False,False,False,HOLD,TARGET
41437,2026-09-03 06:16:28.016,1,2.0,3.0,2.9468,1,1,True,False,False,HOLD,STOP
41438,2026-09-03 06:17:08.520,1,0.0,5.0,1.9586,2,2,False,False,False,HOLD,STOP
41462,2026-09-03 06:30:01.420,1,2.0,3.0,0.703,2,1,False,False,False,HOLD,TARGET
41473,2026-09-03 06:30:37.136,1,2.0,3.0,-2.669,0,0,False,False,False,HOLD,STOP
41502,2026-09-03 06:33:08.800,1,2.0,3.0,1.2643,10,3,False,False,True,HOLD,TARGET
41503,2026-09-03 06:33:15.320,1,0.0,5.0,0.65,10,10,False,False,True,HOLD,TARGET
41504,2026-09-03 06:33:24.108,1,2.0,3.0,1.7278,10,10,True,False,True,HOLD,TARGET
41508,2026-09-03 06:33:46.012,1,2.0,3.0,1.4512,0,0,False,False,True,HOLD,TARGET
41509,2026-09-03 06:33:54.168,1,1.0,4.0,1.5732,1,1,True,False,True,HOLD,STOP
41510,2026-09-03 06:33:56.672,1,1.0,4.0,1.668,2,2,True,False,True,HOLD,STOP
41513,2026-09-03 06:34:26.288,1,1.0,4.0,-0.5087,1,1,False,False,True,HOLD,STOP
41523,2026-09-03 06:35:32.200,1,0.0,5.0,-3.3296,1,1,False,False,True,HOLD,STOP
41539,2026-09-03 06:37:46.984,1,0.0,5.0,0.8713,1,1,False,False,True,HOLD,TARGET
41543,2026-09-03 06:38:32.784,1,2.0,3.0,5.718,10,10,True,True,True,HOLD,TARGET
41562,2026-09-03 06:41:23.024,1,1.0,4.0,-2.3755,3,3,False,False,True,HOLD,TARGET
41565,2026-09-03 06:41:40.616,1,1.0,4.0,-1.6719,7,1,False,False,True,HOLD,TARGET
41611,2026-09-03 06:51:39.972,1,1.0,4.0,-2.0568,1,1,False,False,False,HOLD,TARGET
41612,2026-09-03 06:51:54.696,1,1.0,4.0,-1.1553,3,2,False,False,False,HOLD,TARGET
41615,2026-09-03 06:52:31.112,1,1.0,4.0,-3.7287,0,0,False,False,False,HOLD,STOP
41616,2026-09-03 06:52:43.628,1,1.0,4.0,-2.4557,1,1,False,False,False,HOLD,STOP
41660,2026-09-03 07:01:08.032,-1,1.0,4.0,5.1016,10,10,True,True,True,HOLD,TARGET
41686,2026-09-03 07:04:20.272,-1,2.0,3.0,-1.3514,3,3,False,False,True,HOLD,TARGET
41706,2026-09-03 07:07:47.136,-1,2.0,3.0,-0.0312,10,1,False,False,True,HOLD,TARGET
41749,2026-09-03 07:15:02.856,1,0.0,5.0,1.2273,10,10,False,False,True,HOLD,TARGET
41750,2026-09-03 07:15:15.928,1,1.0,4.0,1.399,10,10,False,False,True,HOLD,TARGET
